timestamp,event,instId,side,price,sz,dip_pct,tp,sl,pnl,pnl_pct,reason
2026-07-16 17:25:56,CLOSE,HOME-USDT-SWAP,LONG,0.01129,8,0,0,0,-0.0009,-0.96,SL
2026-07-16 17:25:57,OPEN,HOME-USDT-SWAP,LONG,0.01129,8,-20.2120,0.01152,0.01118,0,0,
2026-07-16 17:26:48,CLOSE,USELESS-USDT-SWAP,LONG,0.06758,14,0,0,0,-0.0070,-0.73,SL
2026-07-16 17:26:49,OPEN,USELESS-USDT-SWAP,LONG,0.06758,14,-16.3407,0.06893,0.0669,0,0,
2026-07-16 17:29:30,CLOSE,HOME-USDT-SWAP,LONG,0.0112,8,0,0,0,-0.0008,-0.88,SL
2026-07-16 17:29:31,OPEN,HOME-USDT-SWAP,LONG,0.0112,8,-20.9040,0.01142,0.01109,0,0,
2026-07-16 17:31:14,OPEN,GPS-USDT-SWAP,LONG,0.008875,112,-7.1847,0.009052,0.008786,0,0,
2026-07-16 17:31:18,OPEN,HOME-USDT-SWAP,LONG,0.0114,8,-18.6296,0.01163,0.01129,0,0,
2026-07-16 17:33:03,OPEN,GPS-USDT-SWAP,LONG,0.008784,113,-8.1268,0.00896,0.008696,0,0,
2026-07-16 17:33:07,OPEN,HOME-USDT-SWAP,LONG,0.01134,8,-18.8841,0.01157,0.01123,0,0,
2026-07-16 17:36:36,CLOSE,GPS-USDT-SWAP,LONG,0.008945,113,0,0,0,0.0184,1.86,TP
2026-07-16 17:36:37,OPEN,GPS-USDT-SWAP,LONG,0.008945,111,-6.4722,0.009124,0.008856,0,0,
2026-07-16 17:38:23,OPEN,GPS-USDT-SWAP,LONG,0.008798,113,-7.8840,0.008974,0.00871,0,0,
2026-07-16 17:38:27,CLOSE,HOME-USDT-SWAP,LONG,0.01125,8,0,0,0,-0.0007,-0.79,SL
2026-07-16 17:38:28,OPEN,HOME-USDT-SWAP,LONG,0.01125,8,-19.3548,0.01148,0.01114,0,0,
2026-07-16 17:47:11,CLOSE,GPS-USDT-SWAP,LONG,0.008941,113,0,0,0,0.0161,1.62,TP
2026-07-16 17:47:12,OPEN,GPS-USDT-SWAP,LONG,0.008949,111,-6.4304,0.009128,0.00886,0,0,
2026-07-16 17:55:56,CLOSE,WOO-USDT-SWAP,LONG,0.01182,83,0,0,0,-0.0075,-0.76,SL
2026-07-16 17:56:43,CLOSE,GPS-USDT-SWAP,LONG,0.008864,111,0,0,0,-0.0085,-0.86,SL
2026-07-16 17:56:44,OPEN,GPS-USDT-SWAP,LONG,0.008864,112,-7.3094,0.009041,0.008775,0,0,
2026-07-16 18:09:03,CLOSE,BONK-USDT-SWAP,LONG,0.000003454,28,0,0,0,0.0000,-0.69,SL
2026-07-16 18:09:04,OPEN,BONK-USDT-SWAP,LONG,0.000003454,28,-7.9915,0.00000349,0.00000342,0,0,
2026-07-16 18:10:05,OPEN,SPX-USDT-SWAP,LONG,0.357,28,-5.1289,0.3606,0.3534,0,0,
2026-07-16 18:23:09,CLOSE,USELESS-USDT-SWAP,LONG,0.06892,14,0,0,0,0.0175,1.85,TP
2026-07-16 18:23:11,OPEN,USELESS-USDT-SWAP,LONG,0.06892,14,-15.1963,0.06961,0.06823,0,0,
2026-07-16 18:37:24,CLOSE,USELESS-USDT-SWAP,LONG,0.06831,14,0,0,0,-0.0095,-0.99,SL
2026-07-16 18:37:26,OPEN,USELESS-USDT-SWAP,LONG,0.06831,14,-16.0192,0.06899,0.06763,0,0,
2026-07-16 18:38:03,OPEN,BRETT-USDT-SWAP,LONG,0.005087,19,-5.1110,0.005138,0.005036,0,0,
2026-07-16 18:43:19,CLOSE,BONK-USDT-SWAP,LONG,0.000003431,28,0,0,0,0.0000,-0.69,SL
2026-07-16 18:43:20,OPEN,BONK-USDT-SWAP,LONG,0.000003432,29,-8.5532,0.00000347,0.0000034,0,0,
2026-07-16 18:45:08,OPEN,BONK-USDT-SWAP,LONG,0.000003358,29,-10.5487,0.00000339,0.00000332,0,0,
2026-07-16 18:46:54,OPEN,BONK-USDT-SWAP,LONG,0.000003384,29,-9.6878,0.00000342,0.00000335,0,0,
2026-07-16 18:48:41,OPEN,BONK-USDT-SWAP,LONG,0.000003379,29,-9.9414,0.00000341,0.00000334,0,0,
2026-07-16 18:52:12,CLOSE,BONK-USDT-SWAP,LONG,0.000003429,29,0,0,0,0.0000,1.48,TP
2026-07-16 18:52:13,OPEN,BONK-USDT-SWAP,LONG,0.000003429,29,-8.3645,0.00000346,0.0000034,0,0,
2026-07-16 18:53:24,CLOSE,USELESS-USDT-SWAP,LONG,0.06859,14,0,0,0,0.0040,0.41,TP
2026-07-16 18:53:25,OPEN,USELESS-USDT-SWAP,LONG,0.06859,14,-15.7371,0.06928,0.0679,0,0,
2026-07-16 18:54:02,OPEN,BONK-USDT-SWAP,LONG,0.000003406,29,-8.9305,0.00000344,0.00000337,0,0,
2026-07-16 18:56:56,CLOSE,USELESS-USDT-SWAP,LONG,0.06781,14,0,0,0,-0.0111,-1.15,SL
2026-07-16 18:56:57,OPEN,USELESS-USDT-SWAP,LONG,0.06781,14,-16.7056,0.06849,0.06713,0,0,
2026-07-16 19:01:02,CLOSE,BONK-USDT-SWAP,LONG,0.000003436,29,0,0,0,0.0000,0.82,TP
2026-07-16 19:01:03,OPEN,BONK-USDT-SWAP,LONG,0.000003436,29,-8.2020,0.00000347,0.0000034,0,0,
2026-07-16 19:03:57,CLOSE,USELESS-USDT-SWAP,LONG,0.06844,14,0,0,0,0.0087,0.91,TP
2026-07-16 19:03:58,OPEN,USELESS-USDT-SWAP,LONG,0.06844,14,-15.9524,0.06912,0.06776,0,0,
2026-07-16 19:14:37,CLOSE,USELESS-USDT-SWAP,LONG,0.06802,14,0,0,0,-0.0064,-0.67,SL
2026-07-16 19:14:38,OPEN,USELESS-USDT-SWAP,LONG,0.06802,14,-16.2006,0.0687,0.06734,0,0,
2026-07-16 19:31:10,CLOSE,BONK-USDT-SWAP,LONG,0.000003469,29,0,0,0,0.0000,0.99,TP
2026-07-16 19:31:11,OPEN,BONK-USDT-SWAP,LONG,0.000003469,28,-7.0721,0.0000035,0.00000343,0,0,
2026-07-16 19:32:22,CLOSE,USELESS-USDT-SWAP,LONG,0.06865,14,0,0,0,0.0083,0.87,TP
2026-07-16 19:32:23,OPEN,USELESS-USDT-SWAP,LONG,0.06865,14,-15.5285,0.06934,0.06796,0,0,
2026-07-16 19:45:40,CLOSE,GPS-USDT-SWAP,LONG,0.008829,112,0,0,0,-0.0039,-0.39,SL
2026-07-16 19:45:41,OPEN,GPS-USDT-SWAP,LONG,0.008829,113,-7.4625,0.008917,0.008741,0,0,
2026-07-16 19:46:35,CLOSE,USELESS-USDT-SWAP,LONG,0.06797,14,0,0,0,-0.0095,-0.99,SL
2026-07-16 19:46:36,OPEN,USELESS-USDT-SWAP,LONG,0.06797,14,-16.3137,0.06865,0.06729,0,0,
2026-07-16 19:52:29,CLOSE,BONK-USDT-SWAP,LONG,0.000003444,28,0,0,0,0.0000,-0.72,SL
2026-07-16 19:52:30,OPEN,BONK-USDT-SWAP,LONG,0.000003444,29,-7.6180,0.00000348,0.00000341,0,0,
2026-07-16 19:56:00,CLOSE,SPX-USDT-SWAP,LONG,0.3606,28,0,0,0,0.1008,1.01,TP
2026-07-16 19:56:45,CLOSE,BONK-USDT-SWAP,LONG,0.000003449,29,0,0,0,0.0000,0.12,TP
2026-07-16 19:56:46,OPEN,BONK-USDT-SWAP,LONG,0.000003449,28,-7.4839,0.00000348,0.00000342,0,0,
2026-07-16 20:03:48,CLOSE,BONK-USDT-SWAP,LONG,0.000003477,28,0,0,0,0.0000,0.84,TP
2026-07-16 20:03:49,OPEN,BONK-USDT-SWAP,LONG,0.000003477,28,-6.9823,0.00000351,0.00000344,0,0,
2026-07-16 20:06:23,OPEN,PEOPLE-USDT-SWAP,LONG,0.00547,18,-5.0842,0.005525,0.005415,0,0,
2026-07-16 20:06:45,CLOSE,USELESS-USDT-SWAP,LONG,0.06848,14,0,0,0,0.0074,0.78,TP
2026-07-16 20:06:46,OPEN,USELESS-USDT-SWAP,LONG,0.06848,14,-15.7480,0.06916,0.0678,0,0,
2026-07-16 20:07:22,CLOSE,BONK-USDT-SWAP,LONG,0.000003553,28,0,0,0,0.0000,2.16,TP
2026-07-16 20:09:08,OPEN,BONK-USDT-SWAP,LONG,0.000003496,28,-6.4490,0.00000353,0.00000346,0,0,
2026-07-16 20:28:52,CLOSE,JTO-USDT-SWAP,LONG,0.5835,16,0,0,0,-0.1008,-1.07,SL
2026-07-16 20:28:53,OPEN,JTO-USDT-SWAP,LONG,0.5835,17,-6.0689,0.5893,0.5777,0,0,
2026-07-16 20:34:07,CLOSE,PI-USDT-SWAP,LONG,0.07666,132,0,0,0,0.1874,1.89,TP
2026-07-16 20:50:19,CLOSE,BONK-USDT-SWAP,LONG,0.000003466,28,0,0,0,0.0000,-0.86,SL
2026-07-16 20:50:20,OPEN,BONK-USDT-SWAP,LONG,0.000003466,28,-7.2021,0.0000035,0.00000343,0,0,
2026-07-16 20:59:32,CLOSE,USELESS-USDT-SWAP,LONG,0.069,14,0,0,0,0.0077,0.80,TP
2026-07-16 20:59:33,OPEN,USELESS-USDT-SWAP,LONG,0.069,14,-15.5343,0.06969,0.06831,0,0,
2026-07-16 21:19:54,CLOSE,BONK-USDT-SWAP,LONG,0.000003491,28,0,0,0,0.0000,0.84,TP
2026-07-16 21:19:55,OPEN,BONK-USDT-SWAP,LONG,0.000003491,28,-6.1811,0.00000353,0.00000346,0,0,
2026-07-16 21:28:01,OPEN,SPX-USDT-SWAP,LONG,0.3551,28,-6.4048,0.3587,0.3515,0,0,
2026-07-16 21:32:17,CLOSE,BRETT-USDT-SWAP,LONG,0.005135,19,0,0,0,0.0008,0.80,TP
2026-07-16 21:32:34,CLOSE,GPS-USDT-SWAP,LONG,0.008723,113,0,0,0,-0.0122,-1.22,SL
2026-07-16 21:32:35,OPEN,GPS-USDT-SWAP,LONG,0.008723,114,-7.9949,0.00881,0.008636,0,0,
2026-07-16 21:50:54,CLOSE,USELESS-USDT-SWAP,LONG,0.06819,14,0,0,0,-0.0116,-1.20,SL
2026-07-16 21:50:55,OPEN,USELESS-USDT-SWAP,LONG,0.06819,14,-16.8617,0.06887,0.06751,0,0,
2026-07-16 21:53:31,CLOSE,GPS-USDT-SWAP,LONG,0.008829,114,0,0,0,0.0122,1.22,TP
2026-07-16 21:53:32,OPEN,GPS-USDT-SWAP,LONG,0.008829,113,-6.6702,0.008917,0.008741,0,0,
2026-07-16 22:02:00,CLOSE,BONK-USDT-SWAP,LONG,0.000003528,28,0,0,0,0.0000,1.06,TP
2026-07-16 22:10:07,CLOSE,USELESS-USDT-SWAP,LONG,0.06742,14,0,0,0,-0.0109,-1.14,SL
2026-07-16 22:10:08,OPEN,USELESS-USDT-SWAP,LONG,0.06748,14,-17.8376,0.06815,0.06681,0,0,
2026-07-16 22:20:33,CLOSE,USELESS-USDT-SWAP,LONG,0.06649,14,0,0,0,-0.0160,-1.69,SL
2026-07-16 22:20:34,OPEN,USELESS-USDT-SWAP,LONG,0.06649,15,-18.8850,0.06715,0.06583,0,0,
2026-07-16 22:21:34,CLOSE,JTO-USDT-SWAP,LONG,0.5736,17,0,0,0,-0.1720,-1.73,SL
2026-07-16 22:21:35,OPEN,JTO-USDT-SWAP,LONG,0.5735,17,-7.3954,0.5792,0.5678,0,0,
2026-07-16 22:28:32,CLOSE,JTO-USDT-SWAP,LONG,0.5659,17,0,0,0,-0.1326,-1.36,SL
2026-07-16 22:28:34,OPEN,JTO-USDT-SWAP,LONG,0.566,17,-8.7685,0.5717,0.5603,0,0,
2026-07-16 22:30:13,CLOSE,HYPE-USDT-SWAP,LONG,61.741,1,0,0,0,-0.604,-0.97,SL
2026-07-16 22:30:14,OPEN,HYPE-USDT-SWAP,LONG,61.74,1,-7.8865,62.357,61.123,0,0,
2026-07-16 22:33:34,CLOSE,FARTCOIN-USDT-SWAP,LONG,0.1388,71,0,0,0,-0.0923,-0.93,SL
2026-07-16 22:33:35,OPEN,FARTCOIN-USDT-SWAP,LONG,0.1388,72,-8.0795,0.1402,0.1374,0,0,
2026-07-16 22:36:06,CLOSE,GPS-USDT-SWAP,LONG,0.008738,113,0,0,0,-0.0103,-1.03,SL
2026-07-16 22:36:07,OPEN,GPS-USDT-SWAP,LONG,0.008738,114,-7.7394,0.008825,0.008651,0,0,
2026-07-16 22:41:33,CLOSE,JUP-USDT-SWAP,LONG,0.1977,4,0,0,0,-0.0144,-1.79,SL
2026-07-16 22:42:08,CLOSE,SPX-USDT-SWAP,LONG,0.3516,28,0,0,0,-0.0952,-0.96,SL
