"Index","Timestamp","Open","High","Low","Close","Volume","RSI6","RSI14","RSI30","FutureN","FutureReturn","FirstMove","BarsToHit","HitReturn"
"0","19-Oct-25 5:00:00 AM","0.31238","0.31362","0.31211","0.31353","2451.56",,,,"1","0.004688397014735113","Up","8","0.01"
"1","19-Oct-25 6:00:00 AM","0.31354","0.31516","0.31334","0.31501","4389.22",,,,"1","-0.003079169576534868","Up","9","0.01"
"2","19-Oct-25 7:00:00 AM","0.31502","0.31508","0.31348","0.31405","3963.8",,,,"1","0.0013055245979940455","Up","7","0.01"
"3","19-Oct-25 8:00:00 AM","0.31405","0.31487","0.31404","0.31446","2248.25",,,,"1","-0.0007631888574427537","Up","6","0.01"
"4","19-Oct-25 9:00:00 AM","0.31447","0.31466","0.31377","0.31423","1713.01",,,,"1","-0.0031505585080990883","Up","5","0.01"
"5","19-Oct-25 10:00:00 AM","0.31423","0.31441","0.31308","0.31324","1864.5",,,,"1","0.0022666326139699766","Up","3","0.01"
"6","19-Oct-25 11:00:00 AM","0.31324","0.314","0.31315","0.31395","1259.57","54.3933",,,"1","0.0011148627126202904","Up","3","0.01"
"7","19-Oct-25 12:00:00 PM","0.31394","0.3153","0.31365","0.31429","5192.3","57.98",,,"1","0.006872196239381401","Up","2","0.01"
"8","19-Oct-25 1:00:00 PM","0.31431","0.31673","0.31384","0.31647","6601.81","73.8207",,,"1","0.003065158313846794","Up","5","0.01"
"9","19-Oct-25 2:00:00 PM","0.31646","0.31781","0.31642","0.31743","9383.74","78.1696",,,"1","0.001543598790322509","Up","10","0.01"
"10","19-Oct-25 3:00:00 PM","0.31744","0.31856","0.31744","0.31793","4701.22","80.223",,,"1","0.000786361348767084","Up","11","0.01"
"11","19-Oct-25 4:00:00 PM","0.31792","0.31833","0.31733","0.31817","2649.85","81.2394",,,"1","0.0022314413225217322","Up","16","0.01"
"12","19-Oct-25 5:00:00 PM","0.31818","0.31924","0.31776","0.31889","3386.43","84.1685",,,"1","0.003198695434019072","Up","16","0.01"
"13","19-Oct-25 6:00:00 PM","0.31888","0.32013","0.31865","0.3199","4500.07","87.4633",,,"1","-0.0005626758361988449","Up","16","0.01"
"14","19-Oct-25 7:00:00 PM","0.3199","0.32","0.31939","0.31972","2610.26","83.7363","78.3685",,"1","-0.005942513996184284","Up","14","0.01"
"15","19-Oct-25 8:00:00 PM","0.31973","0.32028","0.31778","0.31783","6607.52","54.4833","66.0467",,"1","0.003240624213440624","Up","6","0.01"
"16","19-Oct-25 9:00:00 PM","0.31784","0.31896","0.31772","0.31887","8166.88","63.015","68.9406",,"1","0.004327782481889253","Up","12","0.01"
"17","19-Oct-25 10:00:00 PM","0.31887","0.32049","0.31887","0.32025","5839.07","71.5163","72.3128",,"1","-0.0005620082427876261","Up","14","0.01"
"18","19-Oct-25 11:00:00 PM","0.32028","0.3206","0.32009","0.3201","3501.93","69.4346","71.4053",,"1","9.372071227753409E-05","Up","13","0.01"
"19","20-Oct-25 12:00:00 AM","0.3201","0.32073","0.32","0.32013","1293.48","69.6466","71.4823",,"1","0.00024989847874290483","Up","12","0.01"
"20","20-Oct-25 1:00:00 AM","0.32013","0.32024","0.31966","0.32021","1583.85","70.3059","71.7014",,"1","0.0019360479640269102","Up","11","0.01"
"21","20-Oct-25 2:00:00 AM","0.32024","0.32114","0.31985","0.32086","2031.14","75.4949","73.4838",,"1","-0.0014648133142179942","Up","10","0.01"
"22","20-Oct-25 3:00:00 AM","0.32086","0.32086","0.31993","0.32039","2342.25","65.5549","70.0482",,"1","-0.00024969568338595316","Up","9","0.01"
"23","20-Oct-25 4:00:00 AM","0.32039","0.32056","0.31769","0.32031","9003.11","63.8381","69.453",,"1","-0.0004370629370628043","Up","8","0.01"
"24","20-Oct-25 5:00:00 AM","0.32032","0.32105","0.31991","0.32018","10383.93","60.7364","68.4354",,"1","0.002717306430958466","Up","7","0.01"
"25","20-Oct-25 6:00:00 AM","0.32017","0.32122","0.31893","0.32104","5973.32","71.6653","71.4188",,"1","-0.0010279092947919066","Up","36","0.01"
"26","20-Oct-25 7:00:00 AM","0.32104","0.32135","0.32011","0.32071","11295.47","63.5235","68.7342",,"1","0.0030245393034207257","Up","5","0.01"
"27","20-Oct-25 8:00:00 AM","0.32071","0.32172","0.32048","0.32168","11327.3","73.9589","72.059",,"1","0.003233026610296008","Up","35","0.01"
"28","20-Oct-25 9:00:00 AM","0.32168","0.32305","0.32136","0.32272","9981.99","80.9652","75.1145",,"1","-0.0004028259791770683",,,
"29","20-Oct-25 10:00:00 AM","0.32272","0.32325","0.32238","0.32259","5513.47","77.8244","74.0248",,"1","0.001674003348006714",,,
"30","20-Oct-25 11:00:00 AM","0.32258","0.32313","0.32218","0.32312","2627.66","81.3616","75.5802","73.1979","1","0.0005570513415653622",,,
"31","20-Oct-25 12:00:00 PM","0.32313","0.32408","0.32251","0.32331","6311.62","82.5584","76.132","73.4503","1","0.001268171976492427",,,
"32","20-Oct-25 1:00:00 PM","0.3233","0.32422","0.32286","0.32371","3496.07","84.9929","77.2952","73.984","1","-0.0017607809217843329",,,
"33","20-Oct-25 2:00:00 PM","0.32372","0.32401","0.32266","0.32315","4372.52","68.8485","72.0047","71.8911","1","-0.0011759972766378635",,,
"34","20-Oct-25 3:00:00 PM","0.32313","0.32332","0.32262","0.32275","2742.62","59.2085","68.4032","70.4191","1","-0.0013013168086754012",,,
"35","20-Oct-25 4:00:00 PM","0.32275","0.32278","0.32196","0.32233","3846.69","50.3293","64.7416","68.887","1","0.0009927713833648433",,,
"36","20-Oct-25 5:00:00 PM","0.32233","0.3229","0.32231","0.32265","3181.46","56.3185","66.225","69.4115","1","-0.00018595425525325116",,,
"37","20-Oct-25 6:00:00 PM","0.32266","0.32325","0.32224","0.3226","3200.99","55.0734","65.7595","69.2229","1","-0.00272783632982021",,,
"38","20-Oct-25 7:00:00 PM","0.3226","0.32282","0.32172","0.32172","2771.18","37.5432","58.0275","65.9592","1","-0.0018648598247033021","Up","24","0.01"
"39","20-Oct-25 8:00:00 PM","0.32174","0.32217","0.32055","0.32114","10562.88","29.9926","53.5578","63.9049","1","-0.0006539000467070677","Up","22","0.01"
"40","20-Oct-25 9:00:00 PM","0.32115","0.32158","0.32056","0.32094","4768.25","27.6883","52.0684","63.2027","1","0.002554994703059643","Up","21","0.01"
"41","20-Oct-25 10:00:00 PM","0.32094","0.32177","0.32088","0.32176","2666.05","47.5239","57.3102","64.8412","1","0.0013053207359523533","Up","22","0.01"
"42","20-Oct-25 11:00:00 PM","0.32176","0.32239","0.32155","0.32218","4743.71","55.0948","59.7388","65.6517","1","-0.00018622551910352225",,,
"43","21-Oct-25 12:00:00 AM","0.32219","0.32237","0.32186","0.32213","2449.52","53.9822","59.3063","65.4658","1","-0.0005277372489367327",,,
"44","21-Oct-25 1:00:00 AM","0.32213","0.32225","0.32153","0.32196","1792.64","49.873","57.7745","64.8205","1","0.0011492110821218482","Up","19","0.01"
"45","21-Oct-25 2:00:00 AM","0.32196","0.32273","0.3218","0.32233","2541.87","58.1861","60.1848","65.5843","1","-6.204821146038597E-05",,,
"46","21-Oct-25 3:00:00 AM","0.32233","0.32289","0.32224","0.32231","1528.77","57.5668","59.9855","65.5048","1","-0.0007446478436238246",,,
"47","21-Oct-25 4:00:00 AM","0.3223","0.32248","0.322","0.32206","2121.29","49.642","57.4253","64.4935","1","-0.00021735080419804653","Up","16","0.01"
"48","21-Oct-25 5:00:00 AM","0.32206","0.32253","0.32173","0.32199","2274.77","47.4473","56.6957","64.2063","1","-0.004379153984719442","Up","15","0.01"
"49","21-Oct-25 6:00:00 AM","0.32198","0.32199","0.32034","0.32057","7452.46","22.853","44.3774","58.7202","1","0.00021836104438954784","Up","12","0.01"
"50","21-Oct-25 7:00:00 AM","0.32057","0.32118","0.32057","0.32064","2672.44","25.1481","45.0117","58.8993","1","-0.009512522221875819","Up","11","0.01"
"51","21-Oct-25 8:00:00 AM","0.32063","0.32071","0.31735","0.31758","12369.96","9.821","29.289","49.239","1","0.001574406448768828","Up","3","0.01"
"52","21-Oct-25 9:00:00 AM","0.31758","0.31826","0.31704","0.31808","6030.7","19.4474","33.3836","50.6083","1","0.004684208871702955","Up","5","0.01"
"53","21-Oct-25 10:00:00 AM","0.31809","0.32031","0.31801","0.31958","6349.28","41.8095","43.8823","54.4239","1","0.0018148252448451085","Up","7","0.01"
"54","21-Oct-25 11:00:00 AM","0.31959","0.32076","0.31891","0.32017","3237.12","48.551","47.3941","55.8128","1","-0.0008745627186407257","Up","7","0.01"
"55","21-Oct-25 12:00:00 PM","0.32016","0.32052","0.31975","0.31988","2838.12","45.4456","45.8745","54.9611","1","0.0016568713267475221","Up","6","0.01"
"56","21-Oct-25 1:00:00 PM","0.31988","0.32057","0.31932","0.32041","2318.92","52.1568","49.0874","56.224","1","0.002465667915106051","Up","5","0.01"
