🔄 2025-09-02 17:21:36 Баланс: 1000$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-02 17:25:47 Баланс: 9.33418817434586$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-02 17:28:05 Баланс: 9.33418817434586$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-02 17:30:22 Баланс: 9.33418817434586$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-02 17:32:45 Баланс: 9.33418817434586$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-02 17:35:11 Баланс: 9.33418817434586$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-02 17:37:42 Баланс: 9.1308365942973$ | PnL: -0.19435185 💵 | Сделок: 1 | WinRate: 0%
🔄 2025-09-02 17:42:33 Баланс: 380.335340318853$ | PnL: -8.9340619 💵 | Сделок: 48 | WinRate: 0%
🔄 2025-09-02 17:47:35 Баланс: 359.187962997424$ | PnL: -9.87042881 💵 | Сделок: 53 | WinRate: 0%
🔄 2025-09-02 17:52:39 Баланс: 592.763369470112$ | PnL: -15.99626382 💵 | Сделок: 85 | WinRate: 0%
🔄 2025-09-02 17:58:08 Баланс: 572.164106594041$ | PnL: -16.52610368 💵 | Сделок: 88 | WinRate: 0%
🔄 2025-09-02 18:03:35 Баланс: 592.018609403164$ | PnL: -16.63536412 💵 | Сделок: 94 | WinRate: 1.06%
🔄 2025-09-02 18:08:35 Баланс: 561.738505335834$ | PnL: -16.8794755 💵 | Сделок: 95 | WinRate: 1.05%
🔄 2025-09-02 18:13:32 Баланс: 551.729507512791$ | PnL: -16.8794755 💵 | Сделок: 95 | WinRate: 1.05%
🔄 2025-09-02 18:18:30 Баланс: 541.720610004951$ | PnL: -16.8794755 💵 | Сделок: 95 | WinRate: 1.05%
🔄 2025-09-02 18:23:28 Баланс: 521.702610244166$ | PnL: -16.8794755 💵 | Сделок: 95 | WinRate: 1.05%
🔄 2025-09-02 18:28:34 Баланс: 511.693771589246$ | PnL: -16.8794755 💵 | Сделок: 95 | WinRate: 1.05%
🔄 2025-09-02 18:33:31 Баланс: 381.521648675533$ | PnL: -16.8794755 💵 | Сделок: 95 | WinRate: 1.05%
