🔄 2025-09-03 17:26:04 Баланс: 1000$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-03 17:31:59 Баланс: 919.956637331623$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-03 17:37:49 Баланс: 909.947631666529$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-03 17:44:13 Баланс: 879.74667283436$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-03 17:49:50 Баланс: 628.587003609948$ | PnL: -0.60068858 💵 | Сделок: 1 | WinRate: 0%
🔄 2025-09-03 17:55:10 Баланс: 428.364495982104$ | PnL: -0.60068858 💵 | Сделок: 1 | WinRate: 0%
🔄 2025-09-03 18:00:15 Баланс: 419.071945396007$ | PnL: 0.12465494 💵 | Сделок: 2 | WinRate: 50%
🔄 2025-09-03 18:05:36 Баланс: 389.04498222232$ | PnL: 0.12465494 💵 | Сделок: 2 | WinRate: 50%
🔄 2025-09-03 18:11:23 Баланс: 329.229696751576$ | PnL: 0.48256884 💵 | Сделок: 3 | WinRate: 66.67%
🔄 2025-09-03 18:16:32 Баланс: 309.211733616725$ | PnL: 0.48256884 💵 | Сделок: 3 | WinRate: 66.67%
🔄 2025-09-03 18:21:38 Баланс: 309.211733616725$ | PnL: 0.48256884 💵 | Сделок: 3 | WinRate: 66.67%
🔄 2025-09-03 18:26:57 Баланс: 299.202767347055$ | PnL: 0.48256884 💵 | Сделок: 3 | WinRate: 66.67%
🔄 2025-09-03 18:32:04 Баланс: 259.167381279097$ | PnL: 0.48256884 💵 | Сделок: 3 | WinRate: 66.67%
🔄 2025-09-03 18:37:15 Баланс: 189.104030707746$ | PnL: 0.48256884 💵 | Сделок: 3 | WinRate: 66.67%
🔄 2025-09-03 18:43:39 Баланс: 9.28748489001822$ | PnL: 0.83752534 💵 | Сделок: 4 | WinRate: 75%
🔄 2025-09-03 18:46:32 Баланс: 0.548600603263221$ | PnL: 2.12549714 💵 | Сделок: 6 | WinRate: 83.33%
🔄 2025-09-03 18:48:29 Баланс: 0.683283122527222$ | PnL: 2.26920406 💵 | Сделок: 7 | WinRate: 85.71%
🔄 2025-09-03 18:50:19 Баланс: 0.683283122527222$ | PnL: 2.26920406 💵 | Сделок: 7 | WinRate: 85.71%
🔄 2025-09-03 18:52:01 Баланс: 0.683283122527222$ | PnL: 2.26920406 💵 | Сделок: 7 | WinRate: 85.71%
🔄 2025-09-03 18:53:40 Баланс: 0.683283122527222$ | PnL: 2.26920406 💵 | Сделок: 7 | WinRate: 85.71%
🔄 2025-09-03 18:55:39 Баланс: 0.683283122527222$ | PnL: 2.26920406 💵 | Сделок: 7 | WinRate: 85.71%
🔄 2025-09-03 18:58:04 Баланс: 0.683283122527222$ | PnL: 2.26920406 💵 | Сделок: 7 | WinRate: 85.71%
🔄 2025-09-03 19:00:03 Баланс: 0.683283122527222$ | PnL: 2.26920406 💵 | Сделок: 7 | WinRate: 85.71%
🔄 2025-09-03 19:01:55 Баланс: 10.9280131425272$ | PnL: 2.51392316 💵 | Сделок: 8 | WinRate: 87.5%
🔄 2025-09-03 19:03:44 Баланс: 1.04886538207022$ | PnL: 2.65277635 💵 | Сделок: 9 | WinRate: 88.89%
🔄 2025-09-03 19:05:27 Баланс: 1.04886538207022$ | PnL: 2.65277635 💵 | Сделок: 9 | WinRate: 88.89%
🔄 2025-09-03 19:07:08 Баланс: 1.04886538207022$ | PnL: 2.65277635 💵 | Сделок: 9 | WinRate: 88.89%
🔄 2025-09-03 19:08:55 Баланс: 1.04886538207022$ | PnL: 2.65277635 💵 | Сделок: 9 | WinRate: 88.89%
🔄 2025-09-03 19:10:40 Баланс: 1.29691540393702$ | PnL: 2.90986022 💵 | Сделок: 10 | WinRate: 90%
🔄 2025-09-03 19:12:24 Баланс: 1.29691540393702$ | PnL: 2.90986022 💵 | Сделок: 10 | WinRate: 90%
🔄 2025-09-03 19:14:05 Баланс: 1.29691540393702$ | PnL: 2.90986022 💵 | Сделок: 10 | WinRate: 90%
🔄 2025-09-03 19:15:47 Баланс: 1.29691540393702$ | PnL: 2.90986022 💵 | Сделок: 10 | WinRate: 90%
🔄 2025-09-03 19:17:36 Баланс: 1.29691540393702$ | PnL: 2.90986022 💵 | Сделок: 10 | WinRate: 90%
🔄 2025-09-03 19:19:32 Баланс: 1.29691540393702$ | PnL: 2.90986022 💵 | Сделок: 10 | WinRate: 90%
🔄 2025-09-03 19:21:18 Баланс: 1.29691540393702$ | PnL: 2.90986022 💵 | Сделок: 10 | WinRate: 90%
🔄 2025-09-03 19:23:05 Баланс: 1.29691540393702$ | PnL: 2.90986022 💵 | Сделок: 10 | WinRate: 90%
🔄 2025-09-03 19:24:58 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:27:27 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:29:11 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:30:56 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:32:40 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:34:22 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:36:07 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:37:53 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:39:37 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:41:22 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:43:06 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:44:59 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:46:42 Баланс: 1.01752930263892$ | PnL: 2.63947515 💵 | Сделок: 11 | WinRate: 81.82%
🔄 2025-09-03 19:50:09 Баланс: 1.16126467143492$ | PnL: 2.79223243 💵 | Сделок: 12 | WinRate: 83.33%
🔄 2025-09-03 19:52:03 Баланс: 1.16126467143492$ | PnL: 2.79223243 💵 | Сделок: 12 | WinRate: 83.33%
🔄 2025-09-03 19:53:46 Баланс: 1.16126467143492$ | PnL: 2.79223243 💵 | Сделок: 12 | WinRate: 83.33%
🔄 2025-09-03 19:55:27 Баланс: 1.16126467143492$ | PnL: 2.79223243 💵 | Сделок: 12 | WinRate: 83.33%
🔄 2025-09-03 19:57:07 Баланс: 1.16126467143492$ | PnL: 2.79223243 💵 | Сделок: 12 | WinRate: 83.33%
🔄 2025-09-03 19:58:47 Баланс: 1.16126467143492$ | PnL: 2.79223243 💵 | Сделок: 12 | WinRate: 83.33%
🔄 2025-09-03 20:00:35 Баланс: 1.16126467143492$ | PnL: 2.79223243 💵 | Сделок: 12 | WinRate: 83.33%
🔄 2025-09-03 20:02:22 Баланс: 1.29331727207232$ | PnL: 2.93328601 💵 | Сделок: 13 | WinRate: 84.62%
🔄 2025-09-03 20:04:12 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:05:59 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:07:43 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:09:21 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:11:01 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:12:42 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:14:28 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:16:14 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:17:54 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:19:36 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:21:20 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:23:03 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:24:45 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:26:28 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:28:16 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:29:57 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:31:46 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:33:27 Баланс: 2.22118646137812$ | PnL: 3.87015455 💵 | Сделок: 14 | WinRate: 85.71%
🔄 2025-09-03 20:35:10 Баланс: 2.61982792620072$ | PnL: 4.2778321 💵 | Сделок: 15 | WinRate: 86.67%
🔄 2025-09-03 20:38:14 Баланс: 2.61982792620072$ | PnL: 4.2778321 💵 | Сделок: 15 | WinRate: 86.67%
🔄 2025-09-03 20:40:24 Баланс: 2.40382809764072$ | PnL: 4.07079881 💵 | Сделок: 16 | WinRate: 81.25%
🔄 2025-09-03 20:42:10 Баланс: 2.40382809764072$ | PnL: 4.07079881 💵 | Сделок: 16 | WinRate: 81.25%
🔄 2025-09-03 20:43:53 Баланс: 2.40382809764072$ | PnL: 4.07079881 💵 | Сделок: 16 | WinRate: 81.25%
🔄 2025-09-03 20:45:40 Баланс: 2.40382809764072$ | PnL: 4.07079881 💵 | Сделок: 16 | WinRate: 81.25%
🔄 2025-09-03 20:47:22 Баланс: 2.40382809764072$ | PnL: 4.07079881 💵 | Сделок: 16 | WinRate: 81.25%
