timestamp,event,instId,side,price,sz,dip_pct,pnl,pnl_pct,detail
2026-08-11 08:55:46,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004502,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-11 08:55:55,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004502,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-11 12:25:32,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004503,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-11 12:25:42,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004503,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-11 14:50:28,FIBO_BUY_PLACED,SHIB-USDT-SWAP,BUY,0.000004448,0.2,-1.0676,0,0,buy=1 fib=1 x0.1usd
2026-08-11 14:52:10,FIBO_BUY_PLACED,SHIB-USDT-SWAP,BUY,0.000004451,0.2,-1.0009,0,0,buy=2 fib=1 x0.1usd
2026-08-11 14:59:23,FIBO_BUY_PLACED,SHIB-USDT-SWAP,BUY,0.00000444,0.4,-1.2456,0,0,buy=3 fib=2 x0.2usd
2026-08-11 21:46:33,CLOSED,SHIB-USDT-SWAP,LONG,0.000004496,8.4,0,-2.3249,-5.80,total_buys=3
2026-08-11 21:46:37,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004496,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 08:05:07,CLOSED,SHIB-USDT-SWAP,LONG,0.000004466,8.4,0,-2.5769,-6.43,total_buys=0
2026-08-12 08:05:12,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004466,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 08:09:57,CLOSED,SHIB-USDT-SWAP,LONG,0.000004459,8.4,0,-2.6357,-6.57,total_buys=0
2026-08-12 08:10:01,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004459,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:16:39,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004488,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:16:48,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004488,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:16:57,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004488,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:17:17,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004489,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:17:23,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004489,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:17:33,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004489,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:18:06,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004491,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:18:12,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004491,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:18:18,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004491,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:18:48,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.00000449,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:18:57,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004491,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:19:07,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004492,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:19:34,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004492,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:19:43,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004492,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:19:52,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004492,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:20:02,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004492,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:20:19,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004492,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:20:25,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004492,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
2026-08-12 11:20:35,TRAIL_TP_PLACED,SHIB-USDT-SWAP,SELL,0.000004492,8.4,0,0,0,gap=0.5% | activate>=0.00000492 (zhdjom rosta)
