🔄 Новый цикл бота. Баланс: 1000$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 Новый цикл бота. Баланс: 9.56824328944964$ | PnL: -8.22692648 💵 | Сделок: 117 | WinRate: 22.22%
🔄 Новый цикл бота. Баланс: 9.56824328944964$ | PnL: -8.22692648 💵 | Сделок: 117 | WinRate: 22.22%
🔄 Новый цикл бота. Баланс: 9.56824328944964$ | PnL: -8.22692648 💵 | Сделок: 117 | WinRate: 22.22%
🔄 Новый цикл бота. Баланс: 9.56824328944964$ | PnL: -8.22692648 💵 | Сделок: 117 | WinRate: 22.22%
🔄 Новый цикл бота. Баланс: 9.56824328944964$ | PnL: -8.22692648 💵 | Сделок: 117 | WinRate: 22.22%
🔄 Новый цикл бота. Баланс: 9.56824328944964$ | PnL: -8.22692648 💵 | Сделок: 117 | WinRate: 22.22%
🔄 Новый цикл бота. Баланс: 9.56824328944964$ | PnL: -8.22692648 💵 | Сделок: 117 | WinRate: 22.22%
🔄 Новый цикл бота. Баланс: 9.56824328944964$ | PnL: -8.22692648 💵 | Сделок: 117 | WinRate: 22.22%
🔄 Новый цикл бота. Баланс: 9.33033702034964$ | PnL: -8.45587363 💵 | Сделок: 118 | WinRate: 22.03%
🔄 Новый цикл бота. Баланс: 8.99525729531674$ | PnL: -8.78238267 💵 | Сделок: 119 | WinRate: 21.85%
🔄 Новый цикл бота. Баланс: 8.80076215524473$ | PnL: -8.96742413 💵 | Сделок: 120 | WinRate: 21.67%
🔄 Новый цикл бота. Баланс: 8.69529344579763$ | PnL: -9.05490422 💵 | Сделок: 122 | WinRate: 22.13%
🔄 Новый цикл бота. Баланс: 8.69529344579763$ | PnL: -9.05490422 💵 | Сделок: 122 | WinRate: 22.13%
🔄 Новый цикл бота. Баланс: 8.24133539455763$ | PnL: -9.49984086 💵 | Сделок: 123 | WinRate: 21.95%
🔄 Новый цикл бота. Баланс: 7.56782357543744$ | PnL: -10.15513937 💵 | Сделок: 125 | WinRate: 21.6%
🔄 Новый цикл бота. Баланс: 7.56782357543744$ | PnL: -10.15513937 💵 | Сделок: 125 | WinRate: 21.6%
🔄 Новый цикл бота. Баланс: 7.56782357543744$ | PnL: -10.15513937 💵 | Сделок: 125 | WinRate: 21.6%
🔄 Новый цикл бота. Баланс: 7.56782357543744$ | PnL: -10.15513937 💵 | Сделок: 125 | WinRate: 21.6%
🔄 Новый цикл бота. Баланс: 7.56782357543744$ | PnL: -10.15513937 💵 | Сделок: 125 | WinRate: 21.6%
🔄 Новый цикл бота. Баланс: 7.41729574551744$ | PnL: -10.29681001 💵 | Сделок: 126 | WinRate: 21.43%
🔄 Новый цикл бота. Баланс: 7.04926522777444$ | PnL: -10.64548994 💵 | Сделок: 128 | WinRate: 21.09%
🔄 Новый цикл бота. Баланс: 7.04926522777444$ | PnL: -10.64548994 💵 | Сделок: 128 | WinRate: 21.09%
🔄 Новый цикл бота. Баланс: 7.04926522777444$ | PnL: -10.64548994 💵 | Сделок: 128 | WinRate: 21.09%
🔄 Новый цикл бота. Баланс: 6.82837928030844$ | PnL: -10.85726019 💵 | Сделок: 130 | WinRate: 20.77%
🔄 Новый цикл бота. Баланс: 6.82837928030844$ | PnL: -10.85726019 💵 | Сделок: 130 | WinRate: 20.77%
🔄 Новый цикл бота. Баланс: 6.82837928030844$ | PnL: -10.85726019 💵 | Сделок: 130 | WinRate: 20.77%
🔄 Новый цикл бота. Баланс: 6.82837928030844$ | PnL: -10.85726019 💵 | Сделок: 130 | WinRate: 20.77%
🔄 Новый цикл бота. Баланс: 6.82837928030844$ | PnL: -10.85726019 💵 | Сделок: 130 | WinRate: 20.77%
🔄 Новый цикл бота. Баланс: 6.58324371893084$ | PnL: -11.09339579 💵 | Сделок: 131 | WinRate: 20.61%
🔄 Новый цикл бота. Баланс: 6.41696919902084$ | PnL: -11.25081901 💵 | Сделок: 132 | WinRate: 20.45%
🔄 Новый цикл бота. Баланс: 6.41696919902084$ | PnL: -11.25081901 💵 | Сделок: 132 | WinRate: 20.45%
🔄 Новый цикл бота. Баланс: 6.02853270923844$ | PnL: -11.60338543 💵 | Сделок: 136 | WinRate: 20.59%
🔄 Новый цикл бота. Баланс: 5.85019336345608$ | PnL: -11.73615596 💵 | Сделок: 141 | WinRate: 21.28%
🔄 Новый цикл бота. Баланс: 5.96964859115728$ | PnL: -11.60768654 💵 | Сделок: 142 | WinRate: 21.83%
🔄 Новый цикл бота. Баланс: 5.96964859115728$ | PnL: -11.60768654 💵 | Сделок: 142 | WinRate: 21.83%
🔄 Новый цикл бота. Баланс: 5.96964859115728$ | PnL: -11.60768654 💵 | Сделок: 142 | WinRate: 21.83%
🔄 Новый цикл бота. Баланс: 6.09488121544528$ | PnL: -11.47345482 💵 | Сделок: 143 | WinRate: 22.38%
🔄 Новый цикл бота. Баланс: 7.01577604874428$ | PnL: -10.54356782 💵 | Сделок: 144 | WinRate: 22.92%
🔄 Новый цикл бота. Баланс: 7.01577604874428$ | PnL: -10.54356782 💵 | Сделок: 144 | WinRate: 22.92%
🔄 Новый цикл бота. Баланс: 7.01577604874428$ | PnL: -10.54356782 💵 | Сделок: 144 | WinRate: 22.92%
🔄 Новый цикл бота. Баланс: 6.83323864806919$ | PnL: -10.71710541 💵 | Сделок: 145 | WinRate: 22.76%
🔄 Новый цикл бота. Баланс: 6.83323864806919$ | PnL: -10.71710541 💵 | Сделок: 145 | WinRate: 22.76%
🔄 Новый цикл бота. Баланс: 6.83323864806919$ | PnL: -10.71710541 💵 | Сделок: 145 | WinRate: 22.76%
🔄 Новый цикл бота. Баланс: 6.83323864806919$ | PnL: -10.71710541 💵 | Сделок: 145 | WinRate: 22.76%
🔄 Новый цикл бота. Баланс: 6.83323864806919$ | PnL: -10.71710541 💵 | Сделок: 145 | WinRate: 22.76%
🔄 Новый цикл бота. Баланс: 6.83323864806919$ | PnL: -10.71710541 💵 | Сделок: 145 | WinRate: 22.76%
🔄 Новый цикл бота. Баланс: 6.83323864806919$ | PnL: -10.71710541 💵 | Сделок: 145 | WinRate: 22.76%
🔄 Новый цикл бота. Баланс: 16.9304803368324$ | PnL: -10.61087836 💵 | Сделок: 147 | WinRate: 23.13%
🔄 Новый цикл бота. Баланс: 6.92147935895309$ | PnL: -10.61087836 💵 | Сделок: 147 | WinRate: 23.13%
🔄 Новый цикл бота. Баланс: 7.36029126480199$ | PnL: -10.1088839 💵 | Сделок: 154 | WinRate: 25.32%
🔄 Новый цикл бота. Баланс: 7.67484596603529$ | PnL: -9.74027053 💵 | Сделок: 160 | WinRate: 26.88%
🔄 Новый цикл бота. Баланс: 7.98034318434929$ | PnL: -9.41679676 💵 | Сделок: 162 | WinRate: 27.78%
🔄 Новый цикл бота. Баланс: 7.98034318434929$ | PnL: -9.41679676 💵 | Сделок: 162 | WinRate: 27.78%
🔄 Новый цикл бота. Баланс: 7.98034318434929$ | PnL: -9.41679676 💵 | Сделок: 162 | WinRate: 27.78%
🔄 Новый цикл бота. Баланс: 7.98034318434929$ | PnL: -9.41679676 💵 | Сделок: 162 | WinRate: 27.78%
🔄 Новый цикл бота. Баланс: 8.01772907789179$ | PnL: -9.3787632 💵 | Сделок: 164 | WinRate: 28.05%
🔄 Новый цикл бота. Баланс: 8.01772907789179$ | PnL: -9.3787632 💵 | Сделок: 164 | WinRate: 28.05%
🔄 Новый цикл бота. Баланс: 8.01772907789179$ | PnL: -9.3787632 💵 | Сделок: 164 | WinRate: 28.05%
🔄 Новый цикл бота. Баланс: 8.01772907789179$ | PnL: -9.3787632 💵 | Сделок: 164 | WinRate: 28.05%
🔄 Новый цикл бота. Баланс: 8.01772907789179$ | PnL: -9.3787632 💵 | Сделок: 164 | WinRate: 28.05%
🔄 Новый цикл бота. Баланс: 8.01772907789179$ | PnL: -9.3787632 💵 | Сделок: 164 | WinRate: 28.05%
🔄 Новый цикл бота. Баланс: 8.01772907789179$ | PnL: -9.3787632 💵 | Сделок: 164 | WinRate: 28.05%
🔄 Новый цикл бота. Баланс: 8.01772907789179$ | PnL: -9.3787632 💵 | Сделок: 164 | WinRate: 28.05%
🔄 Новый цикл бота. Баланс: 8.01772907789179$ | PnL: -9.3787632 💵 | Сделок: 164 | WinRate: 28.05%
🔄 Новый цикл бота. Баланс: 8.01772907789179$ | PnL: -9.3787632 💵 | Сделок: 164 | WinRate: 28.05%
🔄 Новый цикл бота. Баланс: 8.16210137855589$ | PnL: -9.22531485 💵 | Сделок: 165 | WinRate: 28.48%
🔄 Новый цикл бота. Баланс: 8.16210137855589$ | PnL: -9.22531485 💵 | Сделок: 165 | WinRate: 28.48%
🔄 Новый цикл бота. Баланс: 8.16210137855589$ | PnL: -9.22531485 💵 | Сделок: 165 | WinRate: 28.48%
🔄 Новый цикл бота. Баланс: 8.16210137855589$ | PnL: -9.22531485 💵 | Сделок: 165 | WinRate: 28.48%
🔄 Новый цикл бота. Баланс: 18.4668286646171$ | PnL: -8.91152037 💵 | Сделок: 167 | WinRate: 29.34%
🔄 Новый цикл бота. Баланс: 8.59157488759369$ | PnL: -8.7687959 💵 | Сделок: 168 | WinRate: 29.76%
🔄 Новый цикл бота. Баланс: 8.59157488759369$ | PnL: -8.7687959 💵 | Сделок: 168 | WinRate: 29.76%
🔄 Новый цикл бота. Баланс: 8.59157488759369$ | PnL: -8.7687959 💵 | Сделок: 168 | WinRate: 29.76%
🔄 Новый цикл бота. Баланс: 8.59157488759369$ | PnL: -8.7687959 💵 | Сделок: 168 | WinRate: 29.76%
🔄 Новый цикл бота. Баланс: 8.59157488759369$ | PnL: -8.7687959 💵 | Сделок: 168 | WinRate: 29.76%
🔄 Новый цикл бота. Баланс: 8.59157488759369$ | PnL: -8.7687959 💵 | Сделок: 168 | WinRate: 29.76%
🔄 Новый цикл бота. Баланс: 8.59157488759369$ | PnL: -8.7687959 💵 | Сделок: 168 | WinRate: 29.76%
🔄 Новый цикл бота. Баланс: 8.59157488759369$ | PnL: -8.7687959 💵 | Сделок: 168 | WinRate: 29.76%
🔄 Новый цикл бота. Баланс: 8.59157488759369$ | PnL: -8.7687959 💵 | Сделок: 168 | WinRate: 29.76%
🔄 Новый цикл бота. Баланс: 8.73262812204919$ | PnL: -8.61872916 💵 | Сделок: 169 | WinRate: 30.18%
🔄 Новый цикл бота. Баланс: 0.168617425604506$ | PnL: -7.07409758 💵 | Сделок: 178 | WinRate: 33.71%
🔄 Новый цикл бота. Баланс: 0.831534976384065$ | PnL: -6.31648343 💵 | Сделок: 188 | WinRate: 35.64%
🔄 Новый цикл бота. Баланс: 0.610242542316065$ | PnL: -6.52877386 💵 | Сделок: 189 | WinRate: 35.45%
🔄 Новый цикл бота. Баланс: 0.610242542316065$ | PnL: -6.52877386 💵 | Сделок: 189 | WinRate: 35.45%
🔄 Новый цикл бота. Баланс: 1.11476012762864$ | PnL: -5.99728417 💵 | Сделок: 192 | WinRate: 36.46%
🔄 Новый цикл бота. Баланс: 1.06434531455099$ | PnL: -5.97267801 💵 | Сделок: 200 | WinRate: 37.5%
🔄 Новый цикл бота. Баланс: 1.49240722746699$ | PnL: -5.52661447 💵 | Сделок: 202 | WinRate: 38.12%
🔄 Новый цикл бота. Баланс: 1.6546718775941$ | PnL: -5.35530342 💵 | Сделок: 203 | WinRate: 38.42%
🔄 Новый цикл бота. Баланс: 2.21687983107611$ | PnL: -4.76609159 💵 | Сделок: 206 | WinRate: 39.32%
🔄 Новый цикл бота. Баланс: 2.21687983107611$ | PnL: -4.76609159 💵 | Сделок: 206 | WinRate: 39.32%
🔄 Новый цикл бота. Баланс: 2.21687983107611$ | PnL: -4.76609159 💵 | Сделок: 206 | WinRate: 39.32%
🔄 Новый цикл бота. Баланс: 2.05944425042427$ | PnL: -4.91451861 💵 | Сделок: 207 | WinRate: 39.13%
🔄 Новый цикл бота. Баланс: 2.05944425042427$ | PnL: -4.91451861 💵 | Сделок: 207 | WinRate: 39.13%
🔄 Новый цикл бота. Баланс: 2.40850459202427$ | PnL: -4.55651975 💵 | Сделок: 208 | WinRate: 39.42%
🔄 Новый цикл бота. Баланс: 2.40850459202427$ | PnL: -4.55651975 💵 | Сделок: 208 | WinRate: 39.42%
🔄 Новый цикл бота. Баланс: 2.70820423924387$ | PnL: -4.24781027 💵 | Сделок: 209 | WinRate: 39.71%
🔄 Новый цикл бота. Баланс: 2.70820423924387$ | PnL: -4.24781027 💵 | Сделок: 209 | WinRate: 39.71%
🔄 Новый цикл бота. Баланс: 2.70820423924387$ | PnL: -4.24781027 💵 | Сделок: 209 | WinRate: 39.71%
🔄 Новый цикл бота. Баланс: 2.70820423924387$ | PnL: -4.24781027 💵 | Сделок: 209 | WinRate: 39.71%
🔄 Новый цикл бота. Баланс: 2.82462935571706$ | PnL: -4.10437735999999 💵 | Сделок: 212 | WinRate: 40.09%
🔄 Новый цикл бота. Баланс: 2.82462935571706$ | PnL: -4.10437735999999 💵 | Сделок: 212 | WinRate: 40.09%
🔄 Новый цикл бота. Баланс: 2.82462935571706$ | PnL: -4.10437735999999 💵 | Сделок: 212 | WinRate: 40.09%
🔄 Новый цикл бота. Баланс: 2.82462935571706$ | PnL: -4.10437735999999 💵 | Сделок: 212 | WinRate: 40.09%
🔄 Новый цикл бота. Баланс: 2.82462935571706$ | PnL: -4.10437735999999 💵 | Сделок: 212 | WinRate: 40.09%
🔄 Новый цикл бота. Баланс: 2.82462935571706$ | PnL: -4.10437735999999 💵 | Сделок: 212 | WinRate: 40.09%
🔄 Новый цикл бота. Баланс: 2.82462935571706$ | PnL: -4.10437735999999 💵 | Сделок: 212 | WinRate: 40.09%
🔄 Новый цикл бота. Баланс: 2.82462935571706$ | PnL: -4.10437735999999 💵 | Сделок: 212 | WinRate: 40.09%
🔄 Новый цикл бота. Баланс: 2.82462935571706$ | PnL: -4.10437735999999 💵 | Сделок: 212 | WinRate: 40.09%
🔄 Новый цикл бота. Баланс: 2.82462935571706$ | PnL: -4.10437735999999 💵 | Сделок: 212 | WinRate: 40.09%
🔄 Новый цикл бота. Баланс: 2.82462935571706$ | PnL: -4.10437735999999 💵 | Сделок: 212 | WinRate: 40.09%
🔄 Новый цикл бота. Баланс: 2.82462935571706$ | PnL: -4.10437735999999 💵 | Сделок: 212 | WinRate: 40.09%
🔄 Новый цикл бота. Баланс: 13.0397628757171$ | PnL: -3.99567383999999 💵 | Сделок: 213 | WinRate: 40.38%
🔄 Новый цикл бота. Баланс: 4.55548689258647$ | PnL: -2.57924360999999 💵 | Сделок: 223 | WinRate: 43.05%
🔄 Новый цикл бота. Баланс: 4.59230909935647$ | PnL: -2.53342117999999 💵 | Сделок: 224 | WinRate: 43.3%
🔄 Новый цикл бота. Баланс: 4.59230909935647$ | PnL: -2.53342117999999 💵 | Сделок: 224 | WinRate: 43.3%
🔄 Новый цикл бота. Баланс: 4.59230909935647$ | PnL: -2.53342117999999 💵 | Сделок: 224 | WinRate: 43.3%
🔄 Новый цикл бота. Баланс: 4.59230909935647$ | PnL: -2.53342117999999 💵 | Сделок: 224 | WinRate: 43.3%
🔄 Новый цикл бота. Баланс: 4.95464256657687$ | PnL: -2.15307103999999 💵 | Сделок: 226 | WinRate: 43.81%
🔄 Новый цикл бота. Баланс: 5.50491725014987$ | PnL: -1.57000935999999 💵 | Сделок: 230 | WinRate: 44.78%
🔄 Новый цикл бота. Баланс: 5.50491725014987$ | PnL: -1.57000935999999 💵 | Сделок: 230 | WinRate: 44.78%
🔄 Новый цикл бота. Баланс: 5.97156057109727$ | PnL: -1.07644571999999 💵 | Сделок: 233 | WinRate: 45.49%
