🔄 2025-09-03 17:26:43 Баланс: 1000$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-03 17:32:33 Баланс: 769.820573306422$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-03 17:38:56 Баланс: 720.371905866599$ | PnL: 0.62836127 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-03 17:44:32 Баланс: 600.009003879496$ | PnL: 0.62836127 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-03 17:49:49 Баланс: 98.8540118388561$ | PnL: 0.28235782 💵 | Сделок: 3 | WinRate: 33.33%
🔄 2025-09-03 17:53:23 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 17:55:00 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 17:56:37 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 17:58:13 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 17:59:50 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:01:31 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:03:13 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:04:50 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:06:28 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:08:05 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:09:43 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:11:20 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:12:59 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:14:36 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:16:14 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:17:59 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:19:38 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:21:17 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:22:57 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:24:33 Баланс: 8.05257565651527$ | PnL: -0.41040158 💵 | Сделок: 6 | WinRate: 33.33%
🔄 2025-09-03 18:26:38 Баланс: 8.18460185264327$ | PnL: -0.26938592 💵 | Сделок: 7 | WinRate: 42.86%
🔄 2025-09-03 18:28:16 Баланс: 8.18460185264327$ | PnL: -0.26938592 💵 | Сделок: 7 | WinRate: 42.86%
🔄 2025-09-03 18:29:56 Баланс: 8.18460185264327$ | PnL: -0.26938592 💵 | Сделок: 7 | WinRate: 42.86%
🔄 2025-09-03 18:31:40 Баланс: 8.18460185264327$ | PnL: -0.26938592 💵 | Сделок: 7 | WinRate: 42.86%
