🔄 2025-09-01 20:35:52 Баланс: 1000$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-01 23:04:53 Баланс: 7.73777172010032$ | PnL: -0.93969922 💵 | Сделок: 77 | WinRate: 45.45%
🔄 2025-09-01 23:07:39 Баланс: 27.4660482301003$ | PnL: -1.21138031 💵 | Сделок: 79 | WinRate: 44.3%
🔄 2025-09-01 23:10:53 Баланс: 17.7317212592029$ | PnL: -0.92770808 💵 | Сделок: 80 | WinRate: 45%
🔄 2025-09-01 23:13:03 Баланс: 7.57897358228488$ | PnL: -1.06243085 💵 | Сделок: 81 | WinRate: 44.44%
🔄 2025-09-01 23:14:58 Баланс: 7.42243865376988$ | PnL: -1.20976283 💵 | Сделок: 82 | WinRate: 43.9%
🔄 2025-09-01 23:16:39 Баланс: 7.42243865376988$ | PnL: -1.20976283 💵 | Сделок: 82 | WinRate: 43.9%
🔄 2025-09-01 23:18:46 Баланс: 7.23488566103388$ | PnL: -1.34322609 💵 | Сделок: 84 | WinRate: 42.86%
🔄 2025-09-01 23:21:10 Баланс: 7.30765883384988$ | PnL: -1.26139996 💵 | Сделок: 85 | WinRate: 43.53%
🔄 2025-09-01 23:23:36 Баланс: 7.66454303733718$ | PnL: -0.88650885 💵 | Сделок: 87 | WinRate: 44.83%
🔄 2025-09-01 23:25:15 Баланс: 7.66454303733718$ | PnL: -0.88650885 💵 | Сделок: 87 | WinRate: 44.83%
🔄 2025-09-01 23:26:52 Баланс: 7.66454303733718$ | PnL: -0.88650885 💵 | Сделок: 87 | WinRate: 44.83%
🔄 2025-09-01 23:28:31 Баланс: 7.66454303733718$ | PnL: -0.88650885 💵 | Сделок: 87 | WinRate: 44.83%
🔄 2025-09-01 23:30:11 Баланс: 7.76744210583718$ | PnL: -0.77503305 💵 | Сделок: 88 | WinRate: 45.45%
🔄 2025-09-01 23:31:53 Баланс: 7.91747775584518$ | PnL: -0.61601002 💵 | Сделок: 89 | WinRate: 46.07%
🔄 2025-09-01 23:33:31 Баланс: 7.91747775584518$ | PnL: -0.61601002 💵 | Сделок: 89 | WinRate: 46.07%
🔄 2025-09-01 23:35:09 Баланс: 7.78100564180418$ | PnL: -0.74324045 💵 | Сделок: 90 | WinRate: 45.56%
🔄 2025-09-01 23:36:50 Баланс: 7.70554479295518$ | PnL: -0.8108527 💵 | Сделок: 91 | WinRate: 45.05%
🔄 2025-09-01 23:38:29 Баланс: 7.70554479295518$ | PnL: -0.8108527 💵 | Сделок: 91 | WinRate: 45.05%
🔄 2025-09-01 23:40:29 Баланс: 7.53737440454784$ | PnL: -0.96101377 💵 | Сделок: 93 | WinRate: 44.09%
🔄 2025-09-01 23:42:11 Баланс: 7.33072764254784$ | PnL: -1.12119847 💵 | Сделок: 95 | WinRate: 43.16%
🔄 2025-09-01 23:43:49 Баланс: 7.33072764254784$ | PnL: -1.12119847 💵 | Сделок: 95 | WinRate: 43.16%
🔄 2025-09-01 23:45:31 Баланс: 7.33072764254784$ | PnL: -1.12119847 💵 | Сделок: 95 | WinRate: 43.16%
🔄 2025-09-01 23:47:59 Баланс: 7.00478027150084$ | PnL: -1.33384537 💵 | Сделок: 97 | WinRate: 42.27%
🔄 2025-09-01 23:49:36 Баланс: 7.00478027150084$ | PnL: -1.33384537 💵 | Сделок: 97 | WinRate: 42.27%
🔄 2025-09-01 23:51:21 Баланс: 7.01926649516084$ | PnL: -1.31038139 💵 | Сделок: 98 | WinRate: 42.86%
🔄 2025-09-01 23:53:07 Баланс: 6.90271169546684$ | PnL: -1.41795403 💵 | Сделок: 99 | WinRate: 42.42%
🔄 2025-09-01 23:54:48 Баланс: 6.90271169546684$ | PnL: -1.41795403 💵 | Сделок: 99 | WinRate: 42.42%
🔄 2025-09-01 23:57:36 Баланс: 16.6156388787235$ | PnL: -1.68703773 💵 | Сделок: 102 | WinRate: 41.18%
🔄 2025-09-02 00:00:40 Баланс: 16.1912633697817$ | PnL: -1.91883175 💵 | Сделок: 105 | WinRate: 40%
🔄 2025-09-02 00:03:55 Баланс: 95.5032532791936$ | PnL: -2.58888539 💵 | Сделок: 115 | WinRate: 37.39%
🔄 2025-09-02 00:07:10 Баланс: 75.4427193466753$ | PnL: -2.62241558 💵 | Сделок: 116 | WinRate: 37.07%
🔄 2025-09-02 00:10:24 Баланс: 75.261946298748$ | PnL: -2.78519876 💵 | Сделок: 118 | WinRate: 37.29%
🔄 2025-09-02 00:13:38 Баланс: 25.2169549445222$ | PnL: -2.78519876 💵 | Сделок: 118 | WinRate: 37.29%
🔄 2025-09-02 00:16:48 Баланс: 5.08727360423097$ | PnL: -2.89275424 💵 | Сделок: 120 | WinRate: 36.67%
🔄 2025-09-02 00:19:01 Баланс: 4.85344068652597$ | PnL: -3.10612591 💵 | Сделок: 124 | WinRate: 36.29%
🔄 2025-09-02 00:20:41 Баланс: 4.91377665110597$ | PnL: -3.03671047 💵 | Сделок: 125 | WinRate: 36.8%
🔄 2025-09-02 00:22:24 Баланс: 4.99608899948197$ | PnL: -2.9390328 💵 | Сделок: 127 | WinRate: 37.8%
🔄 2025-09-02 00:24:02 Баланс: 4.99608899948197$ | PnL: -2.9390328 💵 | Сделок: 127 | WinRate: 37.8%
🔄 2025-09-02 00:25:44 Баланс: 5.18484385138497$ | PnL: -2.73223729 💵 | Сделок: 129 | WinRate: 38.76%
🔄 2025-09-02 00:27:36 Баланс: 5.02620398119227$ | PnL: -2.86389782 💵 | Сделок: 132 | WinRate: 38.64%
🔄 2025-09-02 00:29:55 Баланс: 5.02620398119227$ | PnL: -2.86389782 💵 | Сделок: 132 | WinRate: 38.64%
🔄 2025-09-02 00:31:34 Баланс: 5.02620398119227$ | PnL: -2.86389782 💵 | Сделок: 132 | WinRate: 38.64%
🔄 2025-09-02 00:33:19 Баланс: 5.27648876751827$ | PnL: -2.5955415 💵 | Сделок: 134 | WinRate: 39.55%
🔄 2025-09-02 00:35:03 Баланс: 5.28905156557827$ | PnL: -2.5738864 💵 | Сделок: 135 | WinRate: 40%
🔄 2025-09-02 00:36:41 Баланс: 5.28905156557827$ | PnL: -2.5738864 💵 | Сделок: 135 | WinRate: 40%
🔄 2025-09-02 00:38:27 Баланс: 15.8813125826695$ | PnL: -2.20673741 💵 | Сделок: 146 | WinRate: 41.78%
🔄 2025-09-02 00:41:18 Баланс: 0.537958626850763$ | PnL: 2.91527346 💵 | Сделок: 208 | WinRate: 58.17%
🔄 2025-09-02 00:43:00 Баланс: 0.316308158517465$ | PnL: 2.76969776 💵 | Сделок: 216 | WinRate: 58.33%
🔄 2025-09-02 00:44:42 Баланс: 0.306197081508865$ | PnL: 3.95172506 💵 | Сделок: 229 | WinRate: 60.7%
🔄 2025-09-02 00:47:26 Баланс: 5.79574506489615$ | PnL: 10.07489955 💵 | Сделок: 289 | WinRate: 68.51%
🔄 2025-09-02 00:49:06 Баланс: 6.80349456101365$ | PnL: 11.19236072 💵 | Сделок: 300 | WinRate: 69.33%
🔄 2025-09-02 00:50:43 Баланс: 6.80349456101365$ | PnL: 11.19236072 💵 | Сделок: 300 | WinRate: 69.33%
🔄 2025-09-02 00:52:21 Баланс: 6.80349456101365$ | PnL: 11.19236072 💵 | Сделок: 300 | WinRate: 69.33%
🔄 2025-09-02 00:53:58 Баланс: 6.80349456101365$ | PnL: 11.19236072 💵 | Сделок: 300 | WinRate: 69.33%
🔄 2025-09-02 00:55:36 Баланс: 6.65749323910765$ | PnL: 11.05537831 💵 | Сделок: 301 | WinRate: 69.1%
🔄 2025-09-02 00:57:16 Баланс: 5.97483688108605$ | PnL: 10.40862441 💵 | Сделок: 305 | WinRate: 68.2%
🔄 2025-09-02 00:58:54 Баланс: 5.83952579129115$ | PnL: 10.28231399 💵 | Сделок: 306 | WinRate: 67.97%
🔄 2025-09-02 01:00:31 Баланс: 5.67494845237495$ | PnL: 10.12671646 💵 | Сделок: 307 | WinRate: 67.75%
🔄 2025-09-02 01:02:09 Баланс: 5.67494845237495$ | PnL: 10.12671646 💵 | Сделок: 307 | WinRate: 67.75%
🔄 2025-09-02 01:03:47 Баланс: 5.67494845237495$ | PnL: 10.12671646 💵 | Сделок: 307 | WinRate: 67.75%
🔄 2025-09-02 01:05:24 Баланс: 5.78728562733495$ | PnL: 10.24807824 💵 | Сделок: 308 | WinRate: 67.86%
🔄 2025-09-02 01:07:04 Баланс: 5.78728562733495$ | PnL: 10.24807824 💵 | Сделок: 308 | WinRate: 67.86%
🔄 2025-09-02 01:09:25 Баланс: 5.78728562733495$ | PnL: 10.24807824 💵 | Сделок: 308 | WinRate: 67.86%
🔄 2025-09-02 01:11:02 Баланс: 5.87472135533495$ | PnL: 10.3857687 💵 | Сделок: 309 | WinRate: 67.96%
🔄 2025-09-02 01:12:41 Баланс: 5.87472135533495$ | PnL: 10.3857687 💵 | Сделок: 309 | WinRate: 67.96%
🔄 2025-09-02 01:14:18 Баланс: 5.87472135533495$ | PnL: 10.3857687 💵 | Сделок: 309 | WinRate: 67.96%
🔄 2025-09-02 01:15:57 Баланс: 5.87472135533495$ | PnL: 10.3857687 💵 | Сделок: 309 | WinRate: 67.96%
🔄 2025-09-02 01:17:45 Баланс: 5.87472135533495$ | PnL: 10.3857687 💵 | Сделок: 309 | WinRate: 67.96%
🔄 2025-09-02 01:19:30 Баланс: 5.87472135533495$ | PnL: 10.3857687 💵 | Сделок: 309 | WinRate: 67.96%
🔄 2025-09-02 01:21:26 Баланс: 6.10830479056861$ | PnL: 10.64589124 💵 | Сделок: 312 | WinRate: 68.27%
🔄 2025-09-02 01:23:19 Баланс: 6.28199509750958$ | PnL: 10.83716086 💵 | Сделок: 314 | WinRate: 68.47%
🔄 2025-09-02 01:25:10 Баланс: 6.39623170354957$ | PnL: 10.96036056 💵 | Сделок: 315 | WinRate: 68.57%
🔄 2025-09-02 01:26:58 Баланс: 6.39623170354957$ | PnL: 10.96036056 💵 | Сделок: 315 | WinRate: 68.57%
🔄 2025-09-02 01:28:46 Баланс: 7.52618684946958$ | PnL: 11.08377437 💵 | Сделок: 317 | WinRate: 68.77%
🔄 2025-09-02 01:30:33 Баланс: 7.52618684946958$ | PnL: 11.08377437 💵 | Сделок: 317 | WinRate: 68.77%
🔄 2025-09-02 01:32:24 Баланс: 7.76563546858157$ | PnL: 11.35503385 💵 | Сделок: 319 | WinRate: 68.97%
🔄 2025-09-02 01:34:14 Баланс: 7.76563546858157$ | PnL: 11.35503385 💵 | Сделок: 319 | WinRate: 68.97%
🔄 2025-09-02 01:36:02 Баланс: 7.58809485937057$ | PnL: 11.25838909 💵 | Сделок: 320 | WinRate: 68.75%
🔄 2025-09-02 01:37:48 Баланс: 7.72403784113657$ | PnL: 11.40335983 💵 | Сделок: 321 | WinRate: 68.85%
🔄 2025-09-02 01:39:37 Баланс: 7.72403784113657$ | PnL: 11.40335983 💵 | Сделок: 321 | WinRate: 68.85%
🔄 2025-09-02 01:41:24 Баланс: 7.72403784113657$ | PnL: 11.40335983 💵 | Сделок: 321 | WinRate: 68.85%
🔄 2025-09-02 01:43:32 Баланс: 30.9506763591694$ | PnL: 15.7983276 💵 | Сделок: 352 | WinRate: 71.31%
🔄 2025-09-02 01:45:27 Баланс: 1.4085330764635$ | PnL: 17.2589341 💵 | Сделок: 360 | WinRate: 71.94%
🔄 2025-09-02 01:47:13 Баланс: 1.55203626368798$ | PnL: 17.41143934 💵 | Сделок: 361 | WinRate: 72.02%
🔄 2025-09-02 01:48:59 Баланс: 1.55203626368798$ | PnL: 17.41143934 💵 | Сделок: 361 | WinRate: 72.02%
🔄 2025-09-02 01:50:51 Баланс: 1.47978123272798$ | PnL: 17.34381883 💵 | Сделок: 362 | WinRate: 71.82%
🔄 2025-09-02 01:52:41 Баланс: 1.47978123272798$ | PnL: 17.34381883 💵 | Сделок: 362 | WinRate: 71.82%
🔄 2025-09-02 01:54:25 Баланс: 1.47978123272798$ | PnL: 17.34381883 💵 | Сделок: 362 | WinRate: 71.82%
🔄 2025-09-02 01:56:14 Баланс: 1.69939030730799$ | PnL: 17.57240265 💵 | Сделок: 363 | WinRate: 71.9%
🔄 2025-09-02 01:58:02 Баланс: 1.69939030730799$ | PnL: 17.57240265 💵 | Сделок: 363 | WinRate: 71.9%
🔄 2025-09-02 02:00:28 Баланс: 1.69939030730799$ | PnL: 17.57240265 💵 | Сделок: 363 | WinRate: 71.9%
🔄 2025-09-02 02:02:17 Баланс: 1.69939030730799$ | PnL: 17.57240265 💵 | Сделок: 363 | WinRate: 71.9%
