🔄 2025-09-25 09:53:25 Баланс: 200$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-25 16:29:21 Баланс: 2.56256976947716$ | PnL: 2.42547751 💵 | Сделок: 423 | WinRate: 99.76%
🔄 2025-09-25 16:37:47 Баланс: 2.8406714080324$ | PnL: 2.80258766 💵 | Сделок: 486 | WinRate: 99.79%
🔄 2025-09-25 16:46:37 Баланс: 2.92109360117349$ | PnL: 2.99611713 💵 | Сделок: 522 | WinRate: 99.81%
🔄 2025-09-25 16:55:42 Баланс: 2.94089095041953$ | PnL: 3.05881654 💵 | Сделок: 535 | WinRate: 99.81%
🔄 2025-09-25 17:05:22 Баланс: 0.0825103146894191$ | PnL: 3.26787417 💵 | Сделок: 568 | WinRate: 99.82%
🔄 2025-09-25 17:14:38 Баланс: 0.279096527542932$ | PnL: 3.55030375 💵 | Сделок: 616 | WinRate: 99.84%
🔄 2025-09-25 17:23:32 Баланс: 0.324435877493732$ | PnL: 3.63886429 💵 | Сделок: 626 | WinRate: 99.84%
🔄 2025-09-25 17:32:23 Баланс: 0.348083963596031$ | PnL: 3.67062807 💵 | Сделок: 629 | WinRate: 99.84%
🔄 2025-09-25 17:41:15 Баланс: 0.371908120598631$ | PnL: 3.7054153 💵 | Сделок: 633 | WinRate: 99.84%
🔄 2025-09-25 17:50:06 Баланс: 0.49639974038702$ | PnL: 3.90574061 💵 | Сделок: 661 | WinRate: 99.85%
🔄 2025-09-25 17:59:11 Баланс: 0.537599884357729$ | PnL: 4.00538459 💵 | Сделок: 677 | WinRate: 99.85%
🔄 2025-09-25 18:08:00 Баланс: 0.57425987715073$ | PnL: 4.05449888 💵 | Сделок: 684 | WinRate: 99.85%
🔄 2025-09-25 18:16:38 Баланс: 0.321725915602391$ | PnL: 3.80466292 💵 | Сделок: 685 | WinRate: 99.71%
🔄 2025-09-25 18:25:42 Баланс: 0.321725915602391$ | PnL: 3.80466292 💵 | Сделок: 685 | WinRate: 99.71%
🔄 2025-09-25 18:35:03 Баланс: 3.22414206160239$ | PnL: 3.70707837 💵 | Сделок: 686 | WinRate: 99.56%
🔄 2025-09-25 18:43:44 Баланс: 0.24226189764239$ | PnL: 3.73085897 💵 | Сделок: 687 | WinRate: 99.56%
🔄 2025-09-25 18:52:10 Баланс: 0.266780825462391$ | PnL: 3.76040735 💵 | Сделок: 689 | WinRate: 99.56%
🔄 2025-09-25 19:00:39 Баланс: 0.29697047875839$ | PnL: 3.79839671 💵 | Сделок: 692 | WinRate: 99.57%
🔄 2025-09-25 19:09:25 Баланс: 0.30537077395739$ | PnL: 3.80944032 💵 | Сделок: 693 | WinRate: 99.57%
🔄 2025-09-25 19:18:07 Баланс: 0.32101212466779$ | PnL: 3.83264419 💵 | Сделок: 696 | WinRate: 99.57%
🔄 2025-09-25 19:26:44 Баланс: 0.353537750878989$ | PnL: 3.87379144 💵 | Сделок: 699 | WinRate: 99.57%
🔄 2025-09-25 19:35:33 Баланс: 0.381889433835989$ | PnL: 3.91292783 💵 | Сделок: 704 | WinRate: 99.57%
🔄 2025-09-25 19:44:16 Баланс: 0.416122186973989$ | PnL: 3.95537557 💵 | Сделок: 707 | WinRate: 99.58%
🔄 2025-09-25 19:53:01 Баланс: 0.432849773927489$ | PnL: 3.97748108 💵 | Сделок: 709 | WinRate: 99.58%
🔄 2025-09-25 20:01:42 Баланс: 0.432849773927489$ | PnL: 3.97748108 💵 | Сделок: 709 | WinRate: 99.58%
🔄 2025-09-25 20:10:24 Баланс: 0.432849773927489$ | PnL: 3.97748108 💵 | Сделок: 709 | WinRate: 99.58%
🔄 2025-09-25 20:18:59 Баланс: 0.442107645367489$ | PnL: 3.99247352 💵 | Сделок: 711 | WinRate: 99.58%
🔄 2025-09-25 20:27:35 Баланс: 0.501612907229731$ | PnL: 4.08427539 💵 | Сделок: 723 | WinRate: 99.59%
🔄 2025-09-25 20:36:10 Баланс: 0.604882361781002$ | PnL: 4.25632292 💵 | Сделок: 748 | WinRate: 99.6%
🔄 2025-09-25 20:44:44 Баланс: 0.67873782441036$ | PnL: 4.36004217 💵 | Сделок: 763 | WinRate: 99.61%
🔄 2025-09-25 20:53:19 Баланс: 0.801090774952219$ | PnL: 4.53108243 💵 | Сделок: 791 | WinRate: 99.62%
🔄 2025-09-25 21:02:16 Баланс: 0.984160928452448$ | PnL: 4.79970609 💵 | Сделок: 832 | WinRate: 99.64%
🔄 2025-09-25 21:11:27 Баланс: 1.14945918719376$ | PnL: 5.03265687 💵 | Сделок: 868 | WinRate: 99.65%
🔄 2025-09-25 21:20:52 Баланс: 1.41009855249582$ | PnL: 5.39104723 💵 | Сделок: 926 | WinRate: 99.68%
🔄 2025-09-25 21:29:58 Баланс: 1.68427924340722$ | PnL: 5.78371168 💵 | Сделок: 988 | WinRate: 99.7%
🔄 2025-09-25 21:38:52 Баланс: 1.86350992804085$ | PnL: 6.0532273 💵 | Сделок: 1032 | WinRate: 99.71%
🔄 2025-09-25 21:47:24 Баланс: 2.13133818197931$ | PnL: 6.42568386 💵 | Сделок: 1088 | WinRate: 99.72%
🔄 2025-09-25 21:55:40 Баланс: 5.35337695593917$ | PnL: 6.60759542 💵 | Сделок: 1115 | WinRate: 99.73%
🔄 2025-09-25 22:03:53 Баланс: 2.79684859435879$ | PnL: 7.05456509 💵 | Сделок: 1177 | WinRate: 99.75%
🔄 2025-09-25 22:12:08 Баланс: 0.013130796051156$ | PnL: 7.39281837 💵 | Сделок: 1226 | WinRate: 99.76%
🔄 2025-09-25 22:20:23 Баланс: 0.145623034561819$ | PnL: 7.6081197 💵 | Сделок: 1256 | WinRate: 99.76%
🔄 2025-09-25 22:28:36 Баланс: 0.153624717021819$ | PnL: 7.62152642 💵 | Сделок: 1258 | WinRate: 99.76%
🔄 2025-09-25 22:36:46 Баланс: 0.153624717021819$ | PnL: 7.62152642 💵 | Сделок: 1258 | WinRate: 99.76%
🔄 2025-09-25 22:44:56 Баланс: 0.153624717021819$ | PnL: 7.62152642 💵 | Сделок: 1258 | WinRate: 99.76%
🔄 2025-09-25 22:53:10 Баланс: 0.153624717021819$ | PnL: 7.62152642 💵 | Сделок: 1258 | WinRate: 99.76%
🔄 2025-09-25 23:01:16 Баланс: 0.153624717021819$ | PnL: 7.62152642 💵 | Сделок: 1258 | WinRate: 99.76%
🔄 2025-09-25 23:09:23 Баланс: 0.153624717021819$ | PnL: 7.62152642 💵 | Сделок: 1258 | WinRate: 99.76%
🔄 2025-09-25 23:17:27 Баланс: 0.153624717021819$ | PnL: 7.62152642 💵 | Сделок: 1258 | WinRate: 99.76%
🔄 2025-09-25 23:25:32 Баланс: 0.153624717021819$ | PnL: 7.62152642 💵 | Сделок: 1258 | WinRate: 99.76%
🔄 2025-09-25 23:33:34 Баланс: 0.153624717021819$ | PnL: 7.62152642 💵 | Сделок: 1258 | WinRate: 99.76%
🔄 2025-09-25 23:41:34 Баланс: 0.153624717021819$ | PnL: 7.62152642 💵 | Сделок: 1258 | WinRate: 99.76%
🔄 2025-09-25 23:49:35 Баланс: 0.153624717021819$ | PnL: 7.62152642 💵 | Сделок: 1258 | WinRate: 99.76%
🔄 2025-09-25 23:57:41 Баланс: 0.176695294271819$ | PnL: 7.64749445 💵 | Сделок: 1259 | WinRate: 99.76%
🔄 2025-09-26 00:05:44 Баланс: 0.176695294271819$ | PnL: 7.64749445 💵 | Сделок: 1259 | WinRate: 99.76%
🔄 2025-09-26 00:13:46 Баланс: 0.176695294271819$ | PnL: 7.64749445 💵 | Сделок: 1260 | WinRate: 99.76%
🔄 2025-09-26 00:21:47 Баланс: 0.206425852038319$ | PnL: 7.68262858 💵 | Сделок: 1263 | WinRate: 99.76%
🔄 2025-09-26 00:29:51 Баланс: 0.206425852038319$ | PnL: 7.68262858 💵 | Сделок: 1263 | WinRate: 99.76%
🔄 2025-09-26 00:38:01 Баланс: 0.206425852038319$ | PnL: 7.68262858 💵 | Сделок: 1263 | WinRate: 99.76%
🔄 2025-09-26 00:46:28 Баланс: 0.230428030028319$ | PnL: 7.71491689 💵 | Сделок: 1266 | WinRate: 99.76%
🔄 2025-09-26 00:54:56 Баланс: 0.239139234920319$ | PnL: 7.72902516 💵 | Сделок: 1270 | WinRate: 99.76%
🔄 2025-09-26 01:03:31 Баланс: 0.239139234920319$ | PnL: 7.72902516 💵 | Сделок: 1272 | WinRate: 99.76%
🔄 2025-09-26 01:11:55 Баланс: 0.239139234920319$ | PnL: 7.72902516 💵 | Сделок: 1272 | WinRate: 99.76%
🔄 2025-09-26 01:20:30 Баланс: 0.248322447620319$ | PnL: 7.74090585 💵 | Сделок: 1273 | WinRate: 99.76%
🔄 2025-09-26 01:28:56 Баланс: 0.248322447620319$ | PnL: 7.74090585 💵 | Сделок: 1273 | WinRate: 99.76%
🔄 2025-09-26 01:37:18 Баланс: 0.28570605850012$ | PnL: 7.78906261 💵 | Сделок: 1277 | WinRate: 99.77%
🔄 2025-09-26 01:46:01 Баланс: 0.310370706529119$ | PnL: 7.82190344 💵 | Сделок: 1281 | WinRate: 99.77%
🔄 2025-09-26 01:54:24 Баланс: 0.318157161438419$ | PnL: 7.83512336 💵 | Сделок: 1283 | WinRate: 99.77%
🔄 2025-09-26 02:02:50 Баланс: 0.318157161438419$ | PnL: 7.83512336 💵 | Сделок: 1283 | WinRate: 99.77%
🔄 2025-09-26 02:11:12 Баланс: 0.331556910789619$ | PnL: 7.85122262 💵 | Сделок: 1284 | WinRate: 99.77%
🔄 2025-09-26 02:19:35 Баланс: 0.331556910789619$ | PnL: 7.85122262 💵 | Сделок: 1284 | WinRate: 99.77%
🔄 2025-09-26 02:27:58 Баланс: 0.331556910789619$ | PnL: 7.85122262 💵 | Сделок: 1284 | WinRate: 99.77%
🔄 2025-09-26 02:36:25 Баланс: 0.34243739493022$ | PnL: 7.86480331 💵 | Сделок: 1285 | WinRate: 99.77%
🔄 2025-09-26 02:44:50 Баланс: 0.34243739493022$ | PnL: 7.86480331 💵 | Сделок: 1285 | WinRate: 99.77%
🔄 2025-09-26 02:53:11 Баланс: 0.34243739493022$ | PnL: 7.86480331 💵 | Сделок: 1285 | WinRate: 99.77%
🔄 2025-09-26 03:01:37 Баланс: 0.366471236633369$ | PnL: 7.88802696 💵 | Сделок: 1288 | WinRate: 99.77%
🔄 2025-09-26 03:11:28 Баланс: 0.366818019179129$ | PnL: 7.89107414 💵 | Сделок: 1289 | WinRate: 99.77%
🔄 2025-09-26 03:19:50 Баланс: 0.390113026492648$ | PnL: 7.91954221 💵 | Сделок: 1291 | WinRate: 99.77%
🔄 2025-09-26 03:28:12 Баланс: 0.390610167693789$ | PnL: 7.92273931 💵 | Сделок: 1292 | WinRate: 99.77%
🔄 2025-09-26 03:36:37 Баланс: 0.42839873670026$ | PnL: 7.9768614 💵 | Сделок: 1298 | WinRate: 99.77%
🔄 2025-09-26 03:44:59 Баланс: 0.560155397804281$ | PnL: 8.1904588 💵 | Сделок: 1326 | WinRate: 99.77%
🔄 2025-09-26 03:53:25 Баланс: 0.576293233582243$ | PnL: 8.2174417 💵 | Сделок: 1332 | WinRate: 99.77%
🔄 2025-09-26 04:01:49 Баланс: 3.58455377358224$ | PnL: 8.22572636 💵 | Сделок: 1334 | WinRate: 99.78%
🔄 2025-09-26 04:10:10 Баланс: 0.591746301559302$ | PnL: 8.23650291 💵 | Сделок: 1336 | WinRate: 99.78%
🔄 2025-09-26 04:18:35 Баланс: 0.592765839817912$ | PnL: 8.24022098 💵 | Сделок: 1337 | WinRate: 99.78%
🔄 2025-09-26 04:26:58 Баланс: 0.593785278919992$ | PnL: 8.24394037 💵 | Сделок: 1338 | WinRate: 99.78%
🔄 2025-09-26 04:35:20 Баланс: 0.594816120587132$ | PnL: 8.24767403 💵 | Сделок: 1339 | WinRate: 99.78%
🔄 2025-09-26 04:43:43 Баланс: 0.616643222202282$ | PnL: 8.27490878 💵 | Сделок: 1341 | WinRate: 99.78%
🔄 2025-09-26 04:52:06 Баланс: 0.617823147511952$ | PnL: 8.29419949 💵 | Сделок: 1345 | WinRate: 99.78%
🔄 2025-09-26 05:00:27 Баланс: 0.630091679283072$ | PnL: 8.31183556 💵 | Сделок: 1347 | WinRate: 99.78%
🔄 2025-09-26 05:08:47 Баланс: 0.631118279674292$ | PnL: 8.31556069 💵 | Сделок: 1348 | WinRate: 99.78%
🔄 2025-09-26 05:17:11 Баланс: 0.643639896463391$ | PnL: 8.33350152 💵 | Сделок: 1350 | WinRate: 99.78%
🔄 2025-09-26 05:25:32 Баланс: 0.665851949374991$ | PnL: 8.3610378 💵 | Сделок: 1352 | WinRate: 99.78%
🔄 2025-09-26 05:33:52 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:38:13 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:38:17 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:38:21 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:38:24 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:38:28 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:38:32 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:38:36 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:38:41 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:38:45 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:38:49 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:38:52 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:38:56 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:00 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:04 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:09 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:13 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:17 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:21 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:25 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:29 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:33 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:38 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:42 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:46 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:50 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:54 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:39:58 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:42:53 Баланс: 0.666965527297692$ | PnL: 8.3648532 💵 | Сделок: 1353 | WinRate: 99.78%
🔄 2025-09-26 05:51:17 Баланс: 0.688999318505271$ | PnL: 8.39222915 💵 | Сделок: 1355 | WinRate: 99.78%
🔄 2025-09-26 05:59:37 Баланс: 0.690156470713111$ | PnL: 8.39608419 💵 | Сделок: 1356 | WinRate: 99.78%
🔄 2025-09-26 06:08:04 Баланс: 0.691292557150252$ | PnL: 8.3999218 💵 | Сделок: 1357 | WinRate: 99.78%
🔄 2025-09-26 06:16:28 Баланс: 0.703559551497932$ | PnL: 8.41758992 💵 | Сделок: 1359 | WinRate: 99.78%
🔄 2025-09-26 06:24:50 Баланс: 0.718116521531832$ | PnL: 8.43840083 💵 | Сделок: 1362 | WinRate: 99.78%
🔄 2025-09-26 06:33:09 Баланс: 0.728728135335983$ | PnL: 8.45903869 💵 | Сделок: 1365 | WinRate: 99.78%
🔄 2025-09-26 06:41:35 Баланс: 0.743396736167542$ | PnL: 8.48016811 💵 | Сделок: 1368 | WinRate: 99.78%
🔄 2025-09-26 06:50:05 Баланс: 0.754704760767543$ | PnL: 8.49786572 💵 | Сделок: 1370 | WinRate: 99.78%
🔄 2025-09-26 06:58:41 Баланс: 0.754704760767543$ | PnL: 8.49786572 💵 | Сделок: 1370 | WinRate: 99.78%
🔄 2025-09-26 07:07:42 Баланс: 0.765369251441522$ | PnL: 8.51397054 💵 | Сделок: 1372 | WinRate: 99.78%
🔄 2025-09-26 07:16:27 Баланс: 0.766698998590813$ | PnL: 8.51800098 💵 | Сделок: 1373 | WinRate: 99.78%
🔄 2025-09-26 07:25:12 Баланс: 0.781187205996952$ | PnL: 8.53788996 💵 | Сделок: 1375 | WinRate: 99.78%
🔄 2025-09-26 07:34:02 Баланс: 0.801672374815203$ | PnL: 8.56926751 💵 | Сделок: 1379 | WinRate: 99.78%
🔄 2025-09-26 07:42:51 Баланс: 0.832513631705203$ | PnL: 8.60847960000001 💵 | Сделок: 1382 | WinRate: 99.78%
🔄 2025-09-26 07:51:40 Баланс: 0.837994949124283$ | PnL: 8.62150137000001 💵 | Сделок: 1384 | WinRate: 99.78%
🔄 2025-09-26 08:00:28 Баланс: 0.858375879957884$ | PnL: 8.64556045000001 💵 | Сделок: 1386 | WinRate: 99.78%
🔄 2025-09-26 08:09:11 Баланс: 0.872510344205363$ | PnL: 8.66508864000001 💵 | Сделок: 1388 | WinRate: 99.78%
🔄 2025-09-26 08:17:55 Баланс: 0.872510344205363$ | PnL: 8.66508864000001 💵 | Сделок: 1388 | WinRate: 99.78%
🔄 2025-09-26 08:26:40 Баланс: 0.903406864465663$ | PnL: 8.70404516000001 💵 | Сделок: 1391 | WinRate: 99.78%
🔄 2025-09-26 08:35:20 Баланс: 0.940284623760383$ | PnL: 8.75177551000001 💵 | Сделок: 1395 | WinRate: 99.78%
🔄 2025-09-26 08:44:03 Баланс: 0.981414373007703$ | PnL: 8.80390516000001 💵 | Сделок: 1399 | WinRate: 99.79%
🔄 2025-09-26 08:52:47 Баланс: 0.994224936533803$ | PnL: 8.82215241000001 💵 | Сделок: 1401 | WinRate: 99.79%
🔄 2025-09-26 09:01:29 Баланс: 0.996030074681644$ | PnL: 8.82665908000001 💵 | Сделок: 1402 | WinRate: 99.79%
🔄 2025-09-26 09:10:20 Баланс: 1.00485139068164$ | PnL: 8.83818036000001 💵 | Сделок: 1403 | WinRate: 99.79%
🔄 2025-09-26 09:19:09 Баланс: 1.03417375248164$ | PnL: 8.87275190000001 💵 | Сделок: 1405 | WinRate: 99.79%
