🔄 2025-09-25 09:53:21 Баланс: 200$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-25 12:21:22 Баланс: 16.9132934516869$ | PnL: 0.85264098 💵 | Сделок: 216 | WinRate: 100%
🔄 2025-09-25 12:29:48 Баланс: 19.9273913924769$ | PnL: 0.87681998 💵 | Сделок: 220 | WinRate: 100%
🔄 2025-09-25 12:38:11 Баланс: 19.9253838588069$ | PnL: 0.88218237 💵 | Сделок: 222 | WinRate: 100%
🔄 2025-09-25 12:46:36 Баланс: 16.9313085175829$ | PnL: 0.89754042 💵 | Сделок: 226 | WinRate: 100%
🔄 2025-09-25 12:54:58 Баланс: 28.9561109249659$ | PnL: 0.94818164 💵 | Сделок: 239 | WinRate: 100%
🔄 2025-09-25 13:03:31 Баланс: 31.9708376417219$ | PnL: 0.97595524 💵 | Сделок: 244 | WinRate: 100%
🔄 2025-09-25 13:11:53 Баланс: 34.9838080947019$ | PnL: 0.99201055 💵 | Сделок: 246 | WinRate: 100%
🔄 2025-09-25 13:20:22 Баланс: 34.9944880716319$ | PnL: 1.00497493 💵 | Сделок: 247 | WinRate: 100%
🔄 2025-09-25 13:28:40 Баланс: 35.0052629357519$ | PnL: 1.01833049 💵 | Сделок: 248 | WinRate: 100%
🔄 2025-09-25 13:37:01 Баланс: 32.0025616045549$ | PnL: 1.01833049 💵 | Сделок: 248 | WinRate: 100%
🔄 2025-09-25 13:45:27 Баланс: 32.0104846915053$ | PnL: 1.02895119 💵 | Сделок: 249 | WinRate: 100%
🔄 2025-09-25 13:53:35 Баланс: 32.0104846915053$ | PnL: 1.02895119 💵 | Сделок: 249 | WinRate: 100%
🔄 2025-09-25 14:01:44 Баланс: 29.0086235675307$ | PnL: 1.03788349 💵 | Сделок: 252 | WinRate: 100%
🔄 2025-09-25 14:09:50 Баланс: 32.0152410693221$ | PnL: 1.04978475 💵 | Сделок: 255 | WinRate: 100%
🔄 2025-09-25 14:17:55 Баланс: 32.0152410693221$ | PnL: 1.04978475 💵 | Сделок: 255 | WinRate: 100%
🔄 2025-09-25 14:26:10 Баланс: 32.0152410693221$ | PnL: 1.04978475 💵 | Сделок: 255 | WinRate: 100%
🔄 2025-09-25 14:34:33 Баланс: 32.0128535126421$ | PnL: 1.05008745 💵 | Сделок: 256 | WinRate: 100%
🔄 2025-09-25 14:43:13 Баланс: 35.0150428926421$ | PnL: 1.05234163 💵 | Сделок: 257 | WinRate: 100%
🔄 2025-09-25 14:51:33 Баланс: 35.0126165328198$ | PnL: 1.05264433 💵 | Сделок: 258 | WinRate: 100%
🔄 2025-09-25 14:59:46 Баланс: 32.0099186907602$ | PnL: 1.05264433 💵 | Сделок: 258 | WinRate: 100%
🔄 2025-09-25 15:08:01 Баланс: 32.0111144878577$ | PnL: 1.05925087 💵 | Сделок: 260 | WinRate: 100%
🔄 2025-09-25 15:16:27 Баланс: 41.0222666099829$ | PnL: 1.07278297 💵 | Сделок: 265 | WinRate: 100%
🔄 2025-09-25 15:24:38 Баланс: 62.2440674045593$ | PnL: 1.1093451 💵 | Сделок: 277 | WinRate: 100%
🔄 2025-09-25 15:32:45 Баланс: 71.2569494161636$ | PnL: 1.12214747 💵 | Сделок: 282 | WinRate: 100%
🔄 2025-09-25 15:40:39 Баланс: 71.2627397112307$ | PnL: 1.13200697 💵 | Сделок: 285 | WinRate: 100%
🔄 2025-09-25 15:48:21 Баланс: 62.2598955183214$ | PnL: 1.14953006 💵 | Сделок: 294 | WinRate: 100%
🔄 2025-09-25 15:55:57 Баланс: 41.2622541092961$ | PnL: 1.23769608 💵 | Сделок: 316 | WinRate: 100%
🔄 2025-09-25 16:04:01 Баланс: 29.2779156637296$ | PnL: 1.28185978 💵 | Сделок: 324 | WinRate: 100%
🔄 2025-09-25 16:11:40 Баланс: 35.2966163742531$ | PnL: 1.3121815 💵 | Сделок: 329 | WinRate: 100%
🔄 2025-09-25 16:19:23 Баланс: 29.3059007024171$ | PnL: 1.32939248 💵 | Сделок: 331 | WinRate: 100%
🔄 2025-09-25 16:27:36 Баланс: 5.11642522686596$ | PnL: 1.22794025 💵 | Сделок: 352 | WinRate: 99.72%
🔄 2025-09-25 16:35:56 Баланс: 113.290210426499$ | PnL: 1.4288481 💵 | Сделок: 402 | WinRate: 99.75%
🔄 2025-09-25 16:44:04 Баланс: 178.979608666559$ | PnL: 1.12390904 💵 | Сделок: 426 | WinRate: 99.53%
🔄 2025-09-25 16:51:26 Баланс: 178.997338579029$ | PnL: 1.14577684 💵 | Сделок: 428 | WinRate: 99.53%
🔄 2025-09-25 17:00:03 Баланс: 173.00420938931$ | PnL: 1.16060008 💵 | Сделок: 429 | WinRate: 99.53%
🔄 2025-09-25 17:08:09 Баланс: 161.030094745037$ | PnL: 1.204518 💵 | Сделок: 435 | WinRate: 99.54%
🔄 2025-09-25 17:16:11 Баланс: 155.032629421356$ | PnL: 1.26000141 💵 | Сделок: 447 | WinRate: 99.55%
🔄 2025-09-25 17:24:05 Баланс: 155.037850720489$ | PnL: 1.26792277 💵 | Сделок: 448 | WinRate: 99.55%
🔄 2025-09-25 17:31:57 Баланс: 155.056100939616$ | PnL: 1.29133923 💵 | Сделок: 450 | WinRate: 99.56%
🔄 2025-09-25 17:39:50 Баланс: 149.072313931075$ | PnL: 1.32133203 💵 | Сделок: 453 | WinRate: 99.56%
🔄 2025-09-25 17:47:37 Баланс: 143.093082798616$ | PnL: 1.36618031 💵 | Сделок: 460 | WinRate: 99.57%
🔄 2025-09-25 17:55:42 Баланс: 149.11000779109$ | PnL: 1.39429321 💵 | Сделок: 468 | WinRate: 99.57%
🔄 2025-09-25 18:03:39 Баланс: 143.111530534852$ | PnL: 1.40662257 💵 | Сделок: 470 | WinRate: 99.57%
🔄 2025-09-25 18:11:27 Баланс: 143.111530534852$ | PnL: 1.40662257 💵 | Сделок: 470 | WinRate: 99.57%
🔄 2025-09-25 18:19:18 Баланс: 143.111530534852$ | PnL: 1.40662257 💵 | Сделок: 470 | WinRate: 99.57%
🔄 2025-09-25 18:27:21 Баланс: 143.111530534852$ | PnL: 1.40662257 💵 | Сделок: 470 | WinRate: 99.57%
🔄 2025-09-25 18:36:23 Баланс: 143.111530534852$ | PnL: 1.40662257 💵 | Сделок: 470 | WinRate: 99.57%
🔄 2025-09-25 18:44:04 Баланс: 143.111530534852$ | PnL: 1.40662257 💵 | Сделок: 470 | WinRate: 99.57%
🔄 2025-09-25 18:51:37 Баланс: 143.111530534852$ | PnL: 1.40662257 💵 | Сделок: 470 | WinRate: 99.57%
🔄 2025-09-25 18:59:15 Баланс: 143.111530534852$ | PnL: 1.40662257 💵 | Сделок: 470 | WinRate: 99.57%
🔄 2025-09-25 19:07:03 Баланс: 143.111530534852$ | PnL: 1.40662257 💵 | Сделок: 470 | WinRate: 99.57%
🔄 2025-09-25 19:14:49 Баланс: 146.128370817247$ | PnL: 1.42614465 💵 | Сделок: 472 | WinRate: 99.58%
🔄 2025-09-25 19:22:31 Баланс: 149.14779406393$ | PnL: 1.45096394 💵 | Сделок: 475 | WinRate: 99.58%
🔄 2025-09-25 19:30:11 Баланс: 149.154587325451$ | PnL: 1.46045781 💵 | Сделок: 476 | WinRate: 99.58%
🔄 2025-09-25 19:37:57 Баланс: 146.151886164407$ | PnL: 1.46045781 💵 | Сделок: 476 | WinRate: 99.58%
🔄 2025-09-25 19:45:44 Баланс: 143.149166466695$ | PnL: 1.46045781 💵 | Сделок: 476 | WinRate: 99.58%
🔄 2025-09-25 19:53:34 Баланс: 146.158671176695$ | PnL: 1.46994284 💵 | Сделок: 477 | WinRate: 99.58%
🔄 2025-09-25 20:01:17 Баланс: 146.158671176695$ | PnL: 1.46994284 💵 | Сделок: 477 | WinRate: 99.58%
🔄 2025-09-25 20:09:05 Баланс: 146.158671176695$ | PnL: 1.46994284 💵 | Сделок: 477 | WinRate: 99.58%
🔄 2025-09-25 20:16:46 Баланс: 140.152370366695$ | PnL: 1.46994284 💵 | Сделок: 477 | WinRate: 99.58%
🔄 2025-09-25 20:24:29 Баланс: 143.173243437002$ | PnL: 1.50298181 💵 | Сделок: 482 | WinRate: 99.59%
🔄 2025-09-25 20:32:11 Баланс: 134.175247411702$ | PnL: 1.5178229 💵 | Сделок: 485 | WinRate: 99.59%
🔄 2025-09-25 20:39:54 Баланс: 146.218664227552$ | PnL: 1.5718012 💵 | Сделок: 493 | WinRate: 99.59%
🔄 2025-09-25 20:47:35 Баланс: 125.202776105884$ | PnL: 1.58175814 💵 | Сделок: 495 | WinRate: 99.6%
🔄 2025-09-25 20:55:37 Баланс: 86.2055241625163$ | PnL: 1.64886303 💵 | Сделок: 506 | WinRate: 99.6%
🔄 2025-09-25 21:03:51 Баланс: 5.17317715356442$ | PnL: 1.75580962 💵 | Сделок: 530 | WinRate: 99.62%
🔄 2025-09-25 21:13:01 Баланс: 2.13335177089406$ | PnL: 1.9720384 💵 | Сделок: 572 | WinRate: 99.65%
🔄 2025-09-25 21:22:25 Баланс: 2.267000162244$ | PnL: 2.25649534 💵 | Сделок: 630 | WinRate: 99.68%
🔄 2025-09-25 21:31:27 Баланс: 2.41365029314624$ | PnL: 2.54806756 💵 | Сделок: 689 | WinRate: 99.71%
🔄 2025-09-25 21:40:12 Баланс: 2.50753930142887$ | PnL: 2.75970407 💵 | Сделок: 735 | WinRate: 99.73%
🔄 2025-09-25 21:48:37 Баланс: 2.66831581084082$ | PnL: 3.03157494 💵 | Сделок: 793 | WinRate: 99.75%
🔄 2025-09-25 21:56:49 Баланс: 2.75613590348269$ | PnL: 3.2056217 💵 | Сделок: 829 | WinRate: 99.76%
🔄 2025-09-25 22:05:01 Баланс: 2.88639735140859$ | PnL: 3.51416925 💵 | Сделок: 892 | WinRate: 99.78%
🔄 2025-09-25 22:13:18 Баланс: 0.0452158795765194$ | PnL: 3.72864071 💵 | Сделок: 937 | WinRate: 99.79%
🔄 2025-09-25 22:21:32 Баланс: 0.120779319378923$ | PnL: 3.89210045 💵 | Сделок: 969 | WinRate: 99.79%
🔄 2025-09-25 22:29:43 Баланс: 0.129800849284924$ | PnL: 3.90919132 💵 | Сделок: 972 | WinRate: 99.79%
🔄 2025-09-25 22:37:52 Баланс: 0.129800849284924$ | PnL: 3.90919132 💵 | Сделок: 972 | WinRate: 99.79%
🔄 2025-09-25 22:45:56 Баланс: 0.129800849284924$ | PnL: 3.90919132 💵 | Сделок: 972 | WinRate: 99.79%
🔄 2025-09-25 22:54:06 Баланс: 0.129800849284924$ | PnL: 3.90919132 💵 | Сделок: 972 | WinRate: 99.79%
🔄 2025-09-25 23:02:09 Баланс: 0.129800849284924$ | PnL: 3.90919132 💵 | Сделок: 972 | WinRate: 99.79%
🔄 2025-09-25 23:10:12 Баланс: 0.129800849284924$ | PnL: 3.90919132 💵 | Сделок: 972 | WinRate: 99.79%
🔄 2025-09-25 23:18:13 Баланс: 0.129800849284924$ | PnL: 3.90919132 💵 | Сделок: 972 | WinRate: 99.79%
🔄 2025-09-25 23:26:15 Баланс: 0.129800849284924$ | PnL: 3.90919132 💵 | Сделок: 972 | WinRate: 99.79%
🔄 2025-09-25 23:34:19 Баланс: 0.129800849284924$ | PnL: 3.90919132 💵 | Сделок: 972 | WinRate: 99.79%
🔄 2025-09-25 23:42:23 Баланс: 0.129800849284924$ | PnL: 3.90919132 💵 | Сделок: 972 | WinRate: 99.79%
🔄 2025-09-25 23:50:25 Баланс: 0.129800849284924$ | PnL: 3.90919132 💵 | Сделок: 972 | WinRate: 99.79%
🔄 2025-09-25 23:58:30 Баланс: 0.146229391174923$ | PnL: 3.92793409 💵 | Сделок: 973 | WinRate: 99.79%
🔄 2025-09-26 00:06:32 Баланс: 0.161244817355403$ | PnL: 3.94595275 💵 | Сделок: 974 | WinRate: 99.79%
🔄 2025-09-26 00:14:35 Баланс: 0.172391937968503$ | PnL: 3.96514538 💵 | Сделок: 977 | WinRate: 99.8%
🔄 2025-09-26 00:22:34 Баланс: 0.184227072628703$ | PnL: 3.9823849 💵 | Сделок: 979 | WinRate: 99.8%
🔄 2025-09-26 00:30:39 Баланс: 0.184227072628703$ | PnL: 3.9823849 💵 | Сделок: 979 | WinRate: 99.8%
🔄 2025-09-26 00:38:44 Баланс: 0.201092582257503$ | PnL: 4.01198547 💵 | Сделок: 983 | WinRate: 99.8%
🔄 2025-09-26 00:47:10 Баланс: 0.257827482269003$ | PnL: 4.03995549 💵 | Сделок: 987 | WinRate: 99.8%
🔄 2025-09-26 00:55:32 Баланс: 0.260227154645003$ | PnL: 4.04504979 💵 | Сделок: 988 | WinRate: 99.8%
🔄 2025-09-26 01:04:05 Баланс: 0.280602080121004$ | PnL: 4.07032581 💵 | Сделок: 993 | WinRate: 99.8%
🔄 2025-09-26 01:12:26 Баланс: 0.284049184200683$ | PnL: 4.0764768 💵 | Сделок: 994 | WinRate: 99.8%
🔄 2025-09-26 01:20:52 Баланс: 0.283351638339323$ | PnL: 4.0784783 💵 | Сделок: 995 | WinRate: 99.8%
🔄 2025-09-26 01:29:12 Баланс: 0.289053736893523$ | PnL: 4.08958413 💵 | Сделок: 997 | WinRate: 99.8%
🔄 2025-09-26 01:37:33 Баланс: 0.295722615290973$ | PnL: 4.10165064 💵 | Сделок: 999 | WinRate: 99.8%
🔄 2025-09-26 01:45:57 Баланс: 0.230647845698563$ | PnL: 4.13927039 💵 | Сделок: 1008 | WinRate: 99.8%
🔄 2025-09-26 01:54:21 Баланс: 0.233230774689382$ | PnL: 4.14993677 💵 | Сделок: 1011 | WinRate: 99.8%
🔄 2025-09-26 02:02:45 Баланс: 0.232870336534112$ | PnL: 4.15227471 💵 | Сделок: 1012 | WinRate: 99.8%
🔄 2025-09-26 02:11:07 Баланс: 0.232337155447302$ | PnL: 4.15444312 💵 | Сделок: 1013 | WinRate: 99.8%
🔄 2025-09-26 02:19:28 Баланс: 0.232337155447302$ | PnL: 4.15444312 💵 | Сделок: 1013 | WinRate: 99.8%
🔄 2025-09-26 02:27:49 Баланс: 0.232337155447302$ | PnL: 4.15444312 💵 | Сделок: 1013 | WinRate: 99.8%
🔄 2025-09-26 02:36:09 Баланс: 0.232337155447302$ | PnL: 4.15444312 💵 | Сделок: 1013 | WinRate: 99.8%
🔄 2025-09-26 02:44:34 Баланс: 0.231862871376622$ | PnL: 4.15666804 💵 | Сделок: 1014 | WinRate: 99.8%
🔄 2025-09-26 02:52:55 Баланс: 0.238652548456622$ | PnL: 4.16615498 💵 | Сделок: 1015 | WinRate: 99.8%
🔄 2025-09-26 03:01:19 Баланс: 0.282117777664972$ | PnL: 4.20189497 💵 | Сделок: 1022 | WinRate: 99.8%
🔄 2025-09-26 03:09:52 Баланс: 3.28620347665987$ | PnL: 4.22057007 💵 | Сделок: 1026 | WinRate: 99.81%
🔄 2025-09-26 03:09:56 Баланс: 3.28620347665987$ | PnL: 4.22057007 💵 | Сделок: 1026 | WinRate: 99.81%
🔄 2025-09-26 03:10:01 Баланс: 3.28620347665987$ | PnL: 4.22057007 💵 | Сделок: 1026 | WinRate: 99.81%
🔄 2025-09-26 03:10:07 Баланс: 3.28620347665987$ | PnL: 4.22057007 💵 | Сделок: 1026 | WinRate: 99.81%
🔄 2025-09-26 03:10:11 Баланс: 3.28620347665987$ | PnL: 4.22057007 💵 | Сделок: 1026 | WinRate: 99.81%
🔄 2025-09-26 03:10:15 Баланс: 3.28620347665987$ | PnL: 4.22057007 💵 | Сделок: 1026 | WinRate: 99.81%
🔄 2025-09-26 03:10:19 Баланс: 3.28620347665987$ | PnL: 4.22057007 💵 | Сделок: 1026 | WinRate: 99.81%
🔄 2025-09-26 03:10:24 Баланс: 3.28620347665987$ | PnL: 4.22057007 💵 | Сделок: 1026 | WinRate: 99.81%
🔄 2025-09-26 03:10:28 Баланс: 3.28620347665987$ | PnL: 4.22057007 💵 | Сделок: 1026 | WinRate: 99.81%
🔄 2025-09-26 03:10:33 Баланс: 3.28620347665987$ | PnL: 4.22057007 💵 | Сделок: 1026 | WinRate: 99.81%
🔄 2025-09-26 03:16:13 Баланс: 0.289434709133031$ | PnL: 4.23190177 💵 | Сделок: 1028 | WinRate: 99.81%
🔄 2025-09-26 03:24:35 Баланс: 0.300764319823842$ | PnL: 4.24553264 💵 | Сделок: 1031 | WinRate: 99.81%
🔄 2025-09-26 03:33:02 Баланс: 0.304339748421972$ | PnL: 4.25451037 💵 | Сделок: 1033 | WinRate: 99.81%
🔄 2025-09-26 03:41:30 Баланс: 0.368195825383403$ | PnL: 4.3846985 💵 | Сделок: 1058 | WinRate: 99.81%
🔄 2025-09-26 03:49:54 Баланс: 0.408682291384942$ | PnL: 4.4947279 💵 | Сделок: 1083 | WinRate: 99.82%
🔄 2025-09-26 03:58:16 Баланс: 0.422095489151322$ | PnL: 4.50183948 💵 | Сделок: 1087 | WinRate: 99.82%
🔄 2025-09-26 04:06:40 Баланс: 6.43830696426418$ | PnL: 4.52602479 💵 | Сделок: 1092 | WinRate: 99.82%
🔄 2025-09-26 04:15:02 Баланс: 0.433221962286233$ | PnL: 4.52902077 💵 | Сделок: 1093 | WinRate: 99.82%
🔄 2025-09-26 04:23:25 Баланс: 0.433581391773583$ | PnL: 4.53207986 💵 | Сделок: 1094 | WinRate: 99.82%
🔄 2025-09-26 04:31:47 Баланс: 0.433960705968623$ | PnL: 4.53515961 💵 | Сделок: 1095 | WinRate: 99.82%
🔄 2025-09-26 04:40:13 Баланс: 0.433960705968623$ | PnL: 4.53515961 💵 | Сделок: 1095 | WinRate: 99.82%
🔄 2025-09-26 04:48:35 Баланс: 0.433960705968623$ | PnL: 4.53515961 💵 | Сделок: 1095 | WinRate: 99.82%
🔄 2025-09-26 04:56:57 Баланс: 0.428258504827583$ | PnL: 4.54359673 💵 | Сделок: 1100 | WinRate: 99.82%
🔄 2025-09-26 05:05:22 Баланс: 3.22646896054946$ | PnL: 4.34451497 💵 | Сделок: 1102 | WinRate: 99.73%
🔄 2025-09-26 05:13:43 Баланс: 0.241970426465463$ | PnL: 4.36774796 💵 | Сделок: 1104 | WinRate: 99.73%
🔄 2025-09-26 05:22:00 Баланс: 0.242415660448213$ | PnL: 4.37089146 💵 | Сделок: 1105 | WinRate: 99.73%
🔄 2025-09-26 05:30:17 Баланс: 0.254489428948213$ | PnL: 4.38576817 💵 | Сделок: 1106 | WinRate: 99.73%
🔄 2025-09-26 05:41:11 Баланс: 0.267446709772943$ | PnL: 4.40421387 💵 | Сделок: 1108 | WinRate: 99.73%
🔄 2025-09-26 05:49:29 Баланс: 0.289109345871343$ | PnL: 4.43693159 💵 | Сделок: 1112 | WinRate: 99.73%
🔄 2025-09-26 05:57:51 Баланс: 0.296604850192602$ | PnL: 4.44982857 💵 | Сделок: 1114 | WinRate: 99.73%
🔄 2025-09-26 06:06:12 Баланс: 0.304585177516782$ | PnL: 4.46320934 💵 | Сделок: 1116 | WinRate: 99.73%
🔄 2025-09-26 06:14:32 Баланс: 3.31470376372774$ | PnL: 4.47602405 💵 | Сделок: 1118 | WinRate: 99.73%
🔄 2025-09-26 06:22:54 Баланс: 0.321424956056743$ | PnL: 4.4936591 💵 | Сделок: 1121 | WinRate: 99.73%
🔄 2025-09-26 06:31:14 Баланс: 0.324838296646742$ | PnL: 4.50328687 💵 | Сделок: 1123 | WinRate: 99.73%
🔄 2025-09-26 06:39:33 Баланс: 3.34646368141774$ | PnL: 4.5315294 💵 | Сделок: 1127 | WinRate: 99.73%
🔄 2025-09-26 06:48:02 Баланс: 0.343763105900242$ | PnL: 4.5315294 💵 | Сделок: 1127 | WinRate: 99.73%
🔄 2025-09-26 06:56:35 Баланс: 0.351131919798441$ | PnL: 4.54159664 💵 | Сделок: 1128 | WinRate: 99.73%
🔄 2025-09-26 07:05:13 Баланс: 3.19304366979844$ | PnL: 4.38630308 💵 | Сделок: 1130 | WinRate: 99.65%
🔄 2025-09-26 07:13:59 Баланс: 0.206413214291392$ | PnL: 4.39722255 💵 | Сделок: 1132 | WinRate: 99.65%
🔄 2025-09-26 07:22:39 Баланс: 2.97604852429139$ | PnL: 4.16864946 💵 | Сделок: 1133 | WinRate: 99.56%
🔄 2025-09-26 07:31:30 Баланс: 2.97799608529139$ | PnL: 4.17378581 💵 | Сделок: 1134 | WinRate: 99.56%
🔄 2025-09-26 07:40:10 Баланс: 2.99632145860139$ | PnL: 4.1994469 💵 | Сделок: 1137 | WinRate: 99.56%
🔄 2025-09-26 07:48:48 Баланс: 3.01199909781139$ | PnL: 4.22416389 💵 | Сделок: 1140 | WinRate: 99.56%
🔄 2025-09-26 07:57:37 Баланс: 0.0248283716913922$ | PnL: 4.24353128 💵 | Сделок: 1142 | WinRate: 99.56%
🔄 2025-09-26 08:06:18 Баланс: 9.04427828769139$ | PnL: 4.26402838 💵 | Сделок: 1145 | WinRate: 99.56%
🔄 2025-09-26 08:14:57 Баланс: 9.04427828769139$ | PnL: 4.26402838 💵 | Сделок: 1145 | WinRate: 99.56%
🔄 2025-09-26 08:23:36 Баланс: 6.05345011701139$ | PnL: 4.27821986 💵 | Сделок: 1146 | WinRate: 99.56%
🔄 2025-09-26 08:32:17 Баланс: 3.06267247932345$ | PnL: 4.2957083 💵 | Сделок: 1148 | WinRate: 99.56%
🔄 2025-09-26 08:40:58 Баланс: 0.0807120673440087$ | PnL: 4.3271456 💵 | Сделок: 1152 | WinRate: 99.57%
🔄 2025-09-26 08:49:42 Баланс: 0.10593183522357$ | PnL: 4.3526543 💵 | Сделок: 1156 | WinRate: 99.57%
🔄 2025-09-26 08:58:25 Баланс: 0.11786581802357$ | PnL: 4.36676911 💵 | Сделок: 1157 | WinRate: 99.57%
🔄 2025-09-26 09:07:12 Баланс: 3.12788640244757$ | PnL: 4.37947405 💵 | Сделок: 1159 | WinRate: 99.57%
🔄 2025-09-26 09:15:59 Баланс: 3.13907876535757$ | PnL: 4.39378872 💵 | Сделок: 1160 | WinRate: 99.57%
