🔄 2025-09-25 09:53:18 Баланс: 200$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-25 10:00:08 Баланс: 187.989352697304$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-25 10:07:06 Баланс: 178.984381749796$ | PnL: 0.01211273 💵 | Сделок: 3 | WinRate: 100%
🔄 2025-09-25 10:16:20 Баланс: 121.916800160608$ | PnL: 0.03148937 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-25 10:24:24 Баланс: 52.8488402801776$ | PnL: 0.08907749 💵 | Сделок: 36 | WinRate: 100%
🔄 2025-09-25 10:32:37 Баланс: 13.7786452410667$ | PnL: 0.12685754 💵 | Сделок: 57 | WinRate: 100%
🔄 2025-09-25 10:41:46 Баланс: 19.7791470190719$ | PnL: 0.14992593 💵 | Сделок: 68 | WinRate: 100%
🔄 2025-09-25 10:50:57 Баланс: 1.94087714134385$ | PnL: 0.20853696 💵 | Сделок: 97 | WinRate: 100%
🔄 2025-09-25 10:59:24 Баланс: 1.70969586168669$ | PnL: 0.2725895 💵 | Сделок: 136 | WinRate: 100%
🔄 2025-09-25 11:07:53 Баланс: 25.6853126642925$ | PnL: 0.35028807 💵 | Сделок: 186 | WinRate: 100%
🔄 2025-09-25 11:16:04 Баланс: 7.27855565445704$ | PnL: 0.36912638 💵 | Сделок: 202 | WinRate: 100%
🔄 2025-09-25 11:24:29 Баланс: 16.4755708831778$ | PnL: 0.38069697 💵 | Сделок: 208 | WinRate: 100%
🔄 2025-09-25 11:32:45 Баланс: 10.4712912870446$ | PnL: 0.38710824 💵 | Сделок: 210 | WinRate: 100%
🔄 2025-09-25 11:40:56 Баланс: 13.47495827586$ | PnL: 0.39929451 💵 | Сделок: 214 | WinRate: 100%
🔄 2025-09-25 11:49:11 Баланс: 7.46950492789004$ | PnL: 0.39929451 💵 | Сделок: 214 | WinRate: 100%
🔄 2025-09-25 11:57:39 Баланс: 4.46393709711035$ | PnL: 0.41464187 💵 | Сделок: 221 | WinRate: 100%
🔄 2025-09-25 12:06:08 Баланс: 28.4627651399023$ | PnL: 0.43637795 💵 | Сделок: 236 | WinRate: 100%
🔄 2025-09-25 12:14:24 Баланс: 28.4660525789924$ | PnL: 0.44534893 💵 | Сделок: 238 | WinRate: 100%
🔄 2025-09-25 12:22:40 Баланс: 28.4710938128324$ | PnL: 0.45280893 💵 | Сделок: 239 | WinRate: 100%
🔄 2025-09-25 12:31:04 Баланс: 28.4751851426224$ | PnL: 0.4623596 💵 | Сделок: 241 | WinRate: 100%
🔄 2025-09-25 12:39:29 Баланс: 31.4830108866384$ | PnL: 0.47354569 💵 | Сделок: 244 | WinRate: 100%
🔄 2025-09-25 12:47:50 Баланс: 16.4700983241779$ | PnL: 0.4859648 💵 | Сделок: 248 | WinRate: 100%
🔄 2025-09-25 12:56:11 Баланс: 25.4576742712164$ | PnL: 0.5213897 💵 | Сделок: 268 | WinRate: 100%
🔄 2025-09-25 13:04:40 Баланс: 28.4653753076674$ | PnL: 0.53624291 💵 | Сделок: 273 | WinRate: 100%
🔄 2025-09-25 13:13:10 Баланс: 28.4709517642274$ | PnL: 0.54457295 💵 | Сделок: 274 | WinRate: 100%
🔄 2025-09-25 13:21:33 Баланс: 25.4739803949042$ | PnL: 0.55319939 💵 | Сделок: 275 | WinRate: 100%
🔄 2025-09-25 13:29:55 Баланс: 25.4851651444306$ | PnL: 0.56964323 💵 | Сделок: 277 | WinRate: 100%
🔄 2025-09-25 13:38:21 Баланс: 25.4851651444306$ | PnL: 0.56964323 💵 | Сделок: 277 | WinRate: 100%
🔄 2025-09-25 13:46:46 Баланс: 25.4851651444306$ | PnL: 0.56964323 💵 | Сделок: 277 | WinRate: 100%
🔄 2025-09-25 13:54:57 Баланс: 22.4731462410021$ | PnL: 0.5711427 💵 | Сделок: 278 | WinRate: 100%
🔄 2025-09-25 14:03:08 Баланс: 10.4567291742142$ | PnL: 0.59063382 💵 | Сделок: 289 | WinRate: 100%
🔄 2025-09-25 14:11:24 Баланс: 25.4613600666358$ | PnL: 0.60108139 💵 | Сделок: 296 | WinRate: 100%
🔄 2025-09-25 14:19:35 Баланс: 25.4613600666358$ | PnL: 0.60108139 💵 | Сделок: 296 | WinRate: 100%
🔄 2025-09-25 14:27:55 Баланс: 25.4613600666358$ | PnL: 0.60108139 💵 | Сделок: 296 | WinRate: 100%
🔄 2025-09-25 14:36:21 Баланс: 25.4589443127398$ | PnL: 0.60138409 💵 | Сделок: 297 | WinRate: 100%
🔄 2025-09-25 14:44:36 Баланс: 22.4562487467268$ | PnL: 0.60138409 💵 | Сделок: 297 | WinRate: 100%
🔄 2025-09-25 14:53:07 Баланс: 22.452242961557$ | PnL: 0.60277082 💵 | Сделок: 299 | WinRate: 100%
🔄 2025-09-25 15:01:28 Баланс: 22.4371471577366$ | PnL: 0.60980683 💵 | Сделок: 304 | WinRate: 100%
🔄 2025-09-25 15:09:49 Баланс: 22.4317758918069$ | PnL: 0.61320197 💵 | Сделок: 309 | WinRate: 100%
🔄 2025-09-25 15:18:14 Баланс: 10.5934161693797$ | PnL: 0.62901783 💵 | Сделок: 321 | WinRate: 100%
🔄 2025-09-25 15:26:31 Баланс: 7.38334982089224$ | PnL: 0.66238204 💵 | Сделок: 345 | WinRate: 100%
🔄 2025-09-25 15:34:56 Баланс: 1.3708432508105$ | PnL: 0.67156654 💵 | Сделок: 353 | WinRate: 100%
🔄 2025-09-25 15:43:13 Баланс: 4.35519182273007$ | PnL: 0.6867123 💵 | Сделок: 365 | WinRate: 100%
🔄 2025-09-25 15:51:14 Баланс: 4.13156511861218$ | PnL: 0.71231588 💵 | Сделок: 385 | WinRate: 100%
🔄 2025-09-25 15:59:05 Баланс: 1.29229144092638$ | PnL: 0.76008726 💵 | Сделок: 421 | WinRate: 100%
🔄 2025-09-25 16:07:28 Баланс: 7.28064692919983$ | PnL: 0.78059866 💵 | Сделок: 437 | WinRate: 100%
🔄 2025-09-25 16:15:15 Баланс: 13.2894465315393$ | PnL: 0.80219169 💵 | Сделок: 444 | WinRate: 100%
🔄 2025-09-25 16:23:40 Баланс: 1.08612975127834$ | PnL: 0.64040155 💵 | Сделок: 460 | WinRate: 99.78%
🔄 2025-09-25 16:32:12 Баланс: 49.0722282097376$ | PnL: 0.72173197 💵 | Сделок: 509 | WinRate: 99.8%
🔄 2025-09-25 16:40:49 Баланс: 196.330910895068$ | PnL: 0.807776419999999 💵 | Сделок: 560 | WinRate: 99.82%
🔄 2025-09-25 16:48:24 Баланс: 193.329394459318$ | PnL: 0.807776419999999 💵 | Сделок: 560 | WinRate: 99.82%
🔄 2025-09-25 16:56:23 Баланс: 193.329325285718$ | PnL: 0.811994109999999 💵 | Сделок: 561 | WinRate: 99.82%
🔄 2025-09-25 17:04:56 Баланс: 187.331230945706$ | PnL: 0.821762599999999 💵 | Сделок: 562 | WinRate: 99.82%
🔄 2025-09-25 17:12:59 Баланс: 172.32883242117$ | PnL: 0.840701459999999 💵 | Сделок: 565 | WinRate: 99.82%
🔄 2025-09-25 17:20:53 Баланс: 178.354418486331$ | PnL: 0.864445469999999 💵 | Сделок: 570 | WinRate: 99.82%
🔄 2025-09-25 17:28:39 Баланс: 178.354418486331$ | PnL: 0.864445469999999 💵 | Сделок: 570 | WinRate: 99.82%
🔄 2025-09-25 17:36:34 Баланс: 178.362598942811$ | PnL: 0.874533759999999 💵 | Сделок: 571 | WinRate: 99.82%
🔄 2025-09-25 17:44:10 Баланс: 184.377471713211$ | PnL: 0.889813619999999 💵 | Сделок: 574 | WinRate: 99.83%
🔄 2025-09-25 17:52:02 Баланс: 172.367955621487$ | PnL: 0.895165999999999 💵 | Сделок: 577 | WinRate: 99.83%
🔄 2025-09-25 18:00:00 Баланс: 172.368738600887$ | PnL: 0.898783009999999 💵 | Сделок: 578 | WinRate: 99.83%
🔄 2025-09-25 18:07:41 Баланс: 178.271279498587$ | PnL: 0.801323449999999 💵 | Сделок: 580 | WinRate: 99.66%
🔄 2025-09-25 18:15:09 Баланс: 178.271279498587$ | PnL: 0.801323449999999 💵 | Сделок: 580 | WinRate: 99.66%
🔄 2025-09-25 18:22:51 Баланс: 181.202265812587$ | PnL: 0.732309399999999 💵 | Сделок: 581 | WinRate: 99.48%
🔄 2025-09-25 18:31:19 Баланс: 181.202265812587$ | PnL: 0.732309399999999 💵 | Сделок: 581 | WinRate: 99.48%
🔄 2025-09-25 18:38:50 Баланс: 181.202265812587$ | PnL: 0.732309399999999 💵 | Сделок: 581 | WinRate: 99.48%
🔄 2025-09-25 18:46:12 Баланс: 181.202265812587$ | PnL: 0.732309399999999 💵 | Сделок: 581 | WinRate: 99.48%
🔄 2025-09-25 18:53:30 Баланс: 181.202265812587$ | PnL: 0.732309399999999 💵 | Сделок: 581 | WinRate: 99.48%
🔄 2025-09-25 19:00:53 Баланс: 181.202265812587$ | PnL: 0.732309399999999 💵 | Сделок: 581 | WinRate: 99.48%
🔄 2025-09-25 19:08:25 Баланс: 181.202265812587$ | PnL: 0.732309399999999 💵 | Сделок: 581 | WinRate: 99.48%
🔄 2025-09-25 19:16:03 Баланс: 178.202181220581$ | PnL: 0.737623629999999 💵 | Сделок: 582 | WinRate: 99.48%
🔄 2025-09-25 19:23:33 Баланс: 175.203970553797$ | PnL: 0.747520499999999 💵 | Сделок: 584 | WinRate: 99.49%
🔄 2025-09-25 19:31:04 Баланс: 163.197611476237$ | PnL: 0.760026329999999 💵 | Сделок: 587 | WinRate: 99.49%
🔄 2025-09-25 19:38:45 Баланс: 163.202967576015$ | PnL: 0.776535399999999 💵 | Сделок: 591 | WinRate: 99.49%
🔄 2025-09-25 19:46:30 Баланс: 160.200299504725$ | PnL: 0.776535399999999 💵 | Сделок: 591 | WinRate: 99.49%
🔄 2025-09-25 19:54:13 Баланс: 160.204517529904$ | PnL: 0.786156459999999 💵 | Сделок: 593 | WinRate: 99.49%
🔄 2025-09-25 20:01:53 Баланс: 163.208815605904$ | PnL: 0.790451639999999 💵 | Сделок: 594 | WinRate: 99.49%
🔄 2025-09-25 20:09:33 Баланс: 163.208815605904$ | PnL: 0.790451639999999 💵 | Сделок: 594 | WinRate: 99.49%
🔄 2025-09-25 20:17:06 Баланс: 160.21936176971$ | PnL: 0.806595289999999 💵 | Сделок: 596 | WinRate: 99.5%
🔄 2025-09-25 20:24:41 Баланс: 142.201412865122$ | PnL: 0.819384319999999 💵 | Сделок: 601 | WinRate: 99.5%
🔄 2025-09-25 20:32:23 Баланс: 25.0986130964387$ | PnL: 0.857615129999998 💵 | Сделок: 614 | WinRate: 99.51%
🔄 2025-09-25 20:40:49 Баланс: 27.9235861251674$ | PnL: 0.913740969999998 💵 | Сделок: 641 | WinRate: 99.53%
🔄 2025-09-25 20:49:12 Баланс: 0.552999428896311$ | PnL: 0.998258959999998 💵 | Сделок: 684 | WinRate: 99.56%
🔄 2025-09-25 20:58:01 Баланс: 0.536919955414208$ | PnL: 1.11619118 💵 | Сделок: 743 | WinRate: 99.6%
🔄 2025-09-25 21:06:47 Баланс: 0.510267328081332$ | PnL: 1.23936929 💵 | Сделок: 802 | WinRate: 99.63%
🔄 2025-09-25 21:16:07 Баланс: 0.490179027578857$ | PnL: 1.36419784 💵 | Сделок: 863 | WinRate: 99.65%
🔄 2025-09-25 21:25:18 Баланс: 0.502460914048569$ | PnL: 1.50188832 💵 | Сделок: 927 | WinRate: 99.68%
🔄 2025-09-25 21:34:17 Баланс: 0.499462300195737$ | PnL: 1.60631792 💵 | Сделок: 975 | WinRate: 99.69%
🔄 2025-09-25 21:42:53 Баланс: 0.503358239399236$ | PnL: 1.74131125 💵 | Сделок: 1041 | WinRate: 99.71%
🔄 2025-09-25 21:51:19 Баланс: 0.506355734483495$ | PnL: 1.83239291 💵 | Сделок: 1086 | WinRate: 99.72%
🔄 2025-09-25 21:59:36 Баланс: 0.524813666478822$ | PnL: 1.9713077 💵 | Сделок: 1149 | WinRate: 99.74%
🔄 2025-09-25 22:07:55 Баланс: 0.543241627622169$ | PnL: 2.12913739 💵 | Сделок: 1216 | WinRate: 99.75%
🔄 2025-09-25 22:16:14 Баланс: 0.516387676063108$ | PnL: 2.24010904 💵 | Сделок: 1264 | WinRate: 99.76%
🔄 2025-09-25 22:24:29 Баланс: 9.49895876135033$ | PnL: 2.29503171 💵 | Сделок: 1290 | WinRate: 99.77%
🔄 2025-09-25 22:32:41 Баланс: 0.494295260602435$ | PnL: 2.29628714 💵 | Сделок: 1291 | WinRate: 99.77%
🔄 2025-09-25 22:40:53 Баланс: 0.507549185618835$ | PnL: 2.31494484 💵 | Сделок: 1293 | WinRate: 99.77%
🔄 2025-09-25 22:49:05 Баланс: 3.52318992967283$ | PnL: 2.33328332 💵 | Сделок: 1295 | WinRate: 99.77%
🔄 2025-09-25 22:57:11 Баланс: 3.52491888965863$ | PnL: 2.33771458 💵 | Сделок: 1296 | WinRate: 99.77%
🔄 2025-09-25 23:05:16 Баланс: 3.52491888965863$ | PnL: 2.33771458 💵 | Сделок: 1296 | WinRate: 99.77%
🔄 2025-09-25 23:13:20 Баланс: 3.52491888965863$ | PnL: 2.33771458 💵 | Сделок: 1296 | WinRate: 99.77%
🔄 2025-09-25 23:21:21 Баланс: 3.52491888965863$ | PnL: 2.33771458 💵 | Сделок: 1296 | WinRate: 99.77%
🔄 2025-09-25 23:29:23 Баланс: 6.30974950865863$ | PnL: 2.12254647 💵 | Сделок: 1297 | WinRate: 99.69%
🔄 2025-09-25 23:37:26 Баланс: 6.30974950865863$ | PnL: 2.12254647 💵 | Сделок: 1297 | WinRate: 99.69%
🔄 2025-09-25 23:45:28 Баланс: 6.30974950865863$ | PnL: 2.12254647 💵 | Сделок: 1297 | WinRate: 99.69%
🔄 2025-09-25 23:53:34 Баланс: 3.30678527105863$ | PnL: 2.12254647 💵 | Сделок: 1297 | WinRate: 99.69%
🔄 2025-09-26 00:01:39 Баланс: 0.340157725728635$ | PnL: 2.13351386 💵 | Сделок: 1298 | WinRate: 99.69%
🔄 2025-09-26 00:09:43 Баланс: 0.351969962531235$ | PnL: 2.14533089 💵 | Сделок: 1301 | WinRate: 99.69%
🔄 2025-09-26 00:17:46 Баланс: 0.357104475996535$ | PnL: 2.155868 💵 | Сделок: 1303 | WinRate: 99.69%
🔄 2025-09-26 00:25:50 Баланс: 0.321361804602335$ | PnL: 2.16130432 💵 | Сделок: 1305 | WinRate: 99.69%
🔄 2025-09-26 00:33:56 Баланс: 0.325235829907335$ | PnL: 2.17327842 💵 | Сделок: 1308 | WinRate: 99.69%
🔄 2025-09-26 00:42:17 Баланс: 0.331798246930335$ | PnL: 2.19339565 💵 | Сделок: 1313 | WinRate: 99.7%
🔄 2025-09-26 00:50:45 Баланс: 0.333076097590935$ | PnL: 2.20265092 💵 | Сделок: 1317 | WinRate: 99.7%
🔄 2025-09-26 00:59:08 Баланс: 0.334246084577735$ | PnL: 2.21466219 💵 | Сделок: 1322 | WinRate: 99.7%
🔄 2025-09-26 01:07:40 Баланс: 0.335449901777735$ | PnL: 2.21875968 💵 | Сделок: 1323 | WinRate: 99.7%
🔄 2025-09-26 01:16:03 Баланс: 0.335449901777735$ | PnL: 2.21875968 💵 | Сделок: 1323 | WinRate: 99.7%
🔄 2025-09-26 01:24:24 Баланс: 0.150072055809735$ | PnL: 2.03780535 💵 | Сделок: 1324 | WinRate: 99.62%
🔄 2025-09-26 01:32:44 Баланс: 0.159897137510735$ | PnL: 2.05282932 💵 | Сделок: 1326 | WinRate: 99.62%
🔄 2025-09-26 01:41:04 Баланс: 0.160151159886037$ | PnL: 2.07715597 💵 | Сделок: 1335 | WinRate: 99.63%
🔄 2025-09-26 01:49:23 Баланс: 0.157957816482037$ | PnL: 2.08035343 💵 | Сделок: 1337 | WinRate: 99.63%
🔄 2025-09-26 01:58:02 Баланс: 0.157957816482037$ | PnL: 2.08035343 💵 | Сделок: 1337 | WinRate: 99.63%
🔄 2025-09-26 02:06:46 Баланс: 0.157957816482037$ | PnL: 2.08035343 💵 | Сделок: 1337 | WinRate: 99.63%
🔄 2025-09-26 02:15:07 Баланс: 0.158275867246477$ | PnL: 2.08340691 💵 | Сделок: 1338 | WinRate: 99.63%
🔄 2025-09-26 02:23:26 Баланс: 0.158275867246477$ | PnL: 2.08340691 💵 | Сделок: 1338 | WinRate: 99.63%
🔄 2025-09-26 02:31:44 Баланс: 0.158275867246477$ | PnL: 2.08340691 💵 | Сделок: 1338 | WinRate: 99.63%
🔄 2025-09-26 02:40:02 Баланс: 3.16007850564648$ | PnL: 2.08520862 💵 | Сделок: 1339 | WinRate: 99.63%
🔄 2025-09-26 02:48:21 Баланс: 0.157379481523977$ | PnL: 2.08520862 💵 | Сделок: 1339 | WinRate: 99.63%
🔄 2025-09-26 02:56:41 Баланс: 3.16446349692398$ | PnL: 2.09405609 💵 | Сделок: 1343 | WinRate: 99.63%
🔄 2025-09-26 03:05:07 Баланс: 0.126979369723976$ | PnL: 2.09864127 💵 | Сделок: 1345 | WinRate: 99.63%
🔄 2025-09-26 03:14:44 Баланс: 0.156019520344977$ | PnL: 2.09966073 💵 | Сделок: 1346 | WinRate: 99.63%
🔄 2025-09-26 03:23:09 Баланс: 0.159938474184977$ | PnL: 2.10614265 💵 | Сделок: 1347 | WinRate: 99.63%
🔄 2025-09-26 03:31:31 Баланс: 0.162406897977778$ | PnL: 2.11121548 💵 | Сделок: 1348 | WinRate: 99.63%
🔄 2025-09-26 03:39:53 Баланс: 30.1635480602876$ | PnL: 2.17586695 💵 | Сделок: 1370 | WinRate: 99.64%
🔄 2025-09-26 03:48:01 Баланс: 18.1553657052684$ | PnL: 2.23436315 💵 | Сделок: 1393 | WinRate: 99.64%
🔄 2025-09-26 03:56:05 Баланс: 6.16793339614611$ | PnL: 2.2605471 💵 | Сделок: 1400 | WinRate: 99.64%
🔄 2025-09-26 04:04:15 Баланс: 24.1770621361517$ | PnL: 2.29666725 💵 | Сделок: 1414 | WinRate: 99.65%
🔄 2025-09-26 04:12:25 Баланс: 30.1909473711007$ | PnL: 2.31338953 💵 | Сделок: 1417 | WinRate: 99.65%
🔄 2025-09-26 04:20:35 Баланс: 27.1899295292847$ | PnL: 2.31779256 💵 | Сделок: 1418 | WinRate: 99.65%
🔄 2025-09-26 04:28:43 Баланс: 30.1081650347658$ | PnL: 2.24140804 💵 | Сделок: 1421 | WinRate: 99.58%
🔄 2025-09-26 04:36:52 Баланс: 33.1124584916098$ | PnL: 2.2484289 💵 | Сделок: 1423 | WinRate: 99.58%
🔄 2025-09-26 04:45:03 Баланс: 33.1162446550218$ | PnL: 2.25748151 💵 | Сделок: 1425 | WinRate: 99.58%
🔄 2025-09-26 04:53:09 Баланс: 36.1191794192429$ | PnL: 2.26867609 💵 | Сделок: 1429 | WinRate: 99.58%
🔄 2025-09-26 05:01:14 Баланс: 42.1310388392429$ | PnL: 2.28066192 💵 | Сделок: 1431 | WinRate: 99.58%
🔄 2025-09-26 05:09:18 Баланс: 41.9765235022341$ | PnL: 2.12884499 💵 | Сделок: 1432 | WinRate: 99.51%
🔄 2025-09-26 05:17:26 Баланс: 41.9766776788365$ | PnL: 2.13169982 💵 | Сделок: 1433 | WinRate: 99.51%
🔄 2025-09-26 05:25:33 Баланс: 38.9737856612194$ | PnL: 2.13441045 💵 | Сделок: 1434 | WinRate: 99.51%
🔄 2025-09-26 05:33:35 Баланс: 41.9766013758194$ | PnL: 2.13722739 💵 | Сделок: 1435 | WinRate: 99.51%
🔄 2025-09-26 05:44:09 Баланс: 44.9865374032994$ | PnL: 2.14986341 💵 | Сделок: 1437 | WinRate: 99.51%
🔄 2025-09-26 05:52:14 Баланс: 41.9890562561354$ | PnL: 2.1578877 💵 | Сделок: 1438 | WinRate: 99.51%
🔄 2025-09-26 06:00:20 Баланс: 35.9836550614612$ | PnL: 2.1578877 💵 | Сделок: 1438 | WinRate: 99.51%
🔄 2025-09-26 06:08:24 Баланс: 35.9838507211663$ | PnL: 2.16078484 💵 | Сделок: 1440 | WinRate: 99.44%
🔄 2025-09-26 06:16:30 Баланс: 32.9813338644527$ | PnL: 2.16366656 💵 | Сделок: 1442 | WinRate: 99.38%
🔄 2025-09-26 06:24:40 Баланс: 41.9979495361513$ | PnL: 2.18212893 💵 | Сделок: 1446 | WinRate: 99.38%
🔄 2025-09-26 06:32:42 Баланс: 35.9963133122233$ | PnL: 2.19239249 💵 | Сделок: 1448 | WinRate: 99.38%
🔄 2025-09-26 06:40:51 Баланс: 39.0080799564367$ | PnL: 2.20915071 💵 | Сделок: 1451 | WinRate: 99.38%
🔄 2025-09-26 06:49:04 Баланс: 33.0018879602811$ | PnL: 2.20915071 💵 | Сделок: 1451 | WinRate: 99.38%
🔄 2025-09-26 06:57:22 Баланс: 33.0081100714654$ | PnL: 2.22076885 💵 | Сделок: 1453 | WinRate: 99.38%
🔄 2025-09-26 07:06:07 Баланс: 38.8392503729444$ | PnL: 2.05473127 💵 | Сделок: 1456 | WinRate: 99.31%
🔄 2025-09-26 07:14:35 Баланс: 35.8509955515714$ | PnL: 2.06764563 💵 | Сделок: 1459 | WinRate: 99.31%
🔄 2025-09-26 07:22:57 Баланс: 38.6178921815714$ | PnL: 1.83554626 💵 | Сделок: 1460 | WinRate: 99.25%
🔄 2025-09-26 07:31:35 Баланс: 38.6202385549114$ | PnL: 1.84191733 💵 | Сделок: 1462 | WinRate: 99.25%
🔄 2025-09-26 07:40:03 Баланс: 38.6272556178124$ | PnL: 1.8621944 💵 | Сделок: 1467 | WinRate: 99.25%
🔄 2025-09-26 07:48:26 Баланс: 41.6355128886924$ | PnL: 1.88144801 💵 | Сделок: 1472 | WinRate: 99.25%
🔄 2025-09-26 07:56:49 Баланс: 35.6293309986974$ | PnL: 1.88546423 💵 | Сделок: 1474 | WinRate: 99.25%
🔄 2025-09-26 08:05:14 Баланс: 41.6382046086974$ | PnL: 1.89451007 💵 | Сделок: 1476 | WinRate: 99.25%
🔄 2025-09-26 08:13:37 Баланс: 44.4418759934374$ | PnL: 1.70066593 💵 | Сделок: 1478 | WinRate: 99.19%
🔄 2025-09-26 08:21:56 Баланс: 41.4453574181274$ | PnL: 1.71260053 💵 | Сделок: 1480 | WinRate: 99.19%
🔄 2025-09-26 08:30:22 Баланс: 41.4520000686374$ | PnL: 1.72478311 💵 | Сделок: 1482 | WinRate: 99.19%
🔄 2025-09-26 08:38:45 Баланс: 41.4644299471324$ | PnL: 1.75296069 💵 | Сделок: 1488 | WinRate: 99.19%
🔄 2025-09-26 08:47:05 Баланс: 38.4809864689684$ | PnL: 1.77347881 💵 | Сделок: 1493 | WinRate: 99.2%
🔄 2025-09-26 08:55:34 Баланс: 41.4879170746184$ | PnL: 1.78860665 💵 | Сделок: 1497 | WinRate: 99.2%
🔄 2025-09-26 09:04:04 Баланс: 38.4893792621564$ | PnL: 1.8007464 💵 | Сделок: 1500 | WinRate: 99.2%
🔄 2025-09-26 09:12:34 Баланс: 38.4942695678764$ | PnL: 1.80855062 💵 | Сделок: 1501 | WinRate: 99.2%
🔄 2025-09-26 09:21:10 Баланс: 38.5015926380764$ | PnL: 1.82120558 💵 | Сделок: 1503 | WinRate: 99.2%
