🔄 Новый цикл бота. Баланс: 1000$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 Новый цикл бота. Баланс: 8.91373524430876$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 Новый цикл бота. Баланс: 8.91373524430876$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 Новый цикл бота. Баланс: 8.91373524430876$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 Новый цикл бота. Баланс: 8.91373524430876$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 Новый цикл бота. Баланс: 7.98661457916706$ | PnL: -0.87127314 💵 | Сделок: 8 | WinRate: 0%
🔄 Новый цикл бота. Баланс: 7.73250359554785$ | PnL: -1.10872938 💵 | Сделок: 10 | WinRate: 0%
🔄 Новый цикл бота. Баланс: 7.57046556404285$ | PnL: -1.26175806 💵 | Сделок: 11 | WinRate: 0%
🔄 Новый цикл бота. Баланс: 74.5029910104616$ | PnL: -4.19387571 💵 | Сделок: 33 | WinRate: 0%
🔄 Новый цикл бота. Баланс: 557.835883517295$ | PnL: -10.9509117 💵 | Сделок: 82 | WinRate: 0%
🔄 Новый цикл бота. Баланс: 557.775695085933$ | PnL: -11.05425514 💵 | Сделок: 87 | WinRate: 1.15%
🔄 Новый цикл бота. Баланс: 537.457239129637$ | PnL: -11.33668739 💵 | Сделок: 89 | WinRate: 1.12%
🔄 Новый цикл бота. Баланс: 635.194896236437$ | PnL: -13.474566 💵 | Сделок: 100 | WinRate: 1%
🔄 Новый цикл бота. Баланс: 703.816049430894$ | PnL: -14.84441704 💵 | Сделок: 108 | WinRate: 0.93%
🔄 Новый цикл бота. Баланс: 762.459158607914$ | PnL: -16.18077542 💵 | Сделок: 116 | WinRate: 0.86%
🔄 Новый цикл бота. Баланс: 860.554204608434$ | PnL: -18.07649614 💵 | Сделок: 127 | WinRate: 1.57%
🔄 Новый цикл бота. Баланс: 840.672887340356$ | PnL: -17.91049609 💵 | Сделок: 130 | WinRate: 3.08%
