🔄 2025-09-10 21:13:58 Баланс: 5000$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 21:17:03 Баланс: 4315.196357136$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 21:20:43 Баланс: 4235.12458050807$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 21:24:29 Баланс: 4235.12458050807$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 21:28:18 Баланс: 4235.12458050807$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 21:32:04 Баланс: 4235.12458050807$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 21:35:46 Баланс: 4235.12458050807$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 21:39:30 Баланс: 4225.11558100452$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 21:43:18 Баланс: 4225.11558100452$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 21:47:00 Баланс: 4225.11558100452$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 21:50:45 Баланс: 4225.11558100452$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 21:55:55 Баланс: 4225.11558100452$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 21:59:40 Баланс: 4225.11558100452$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 22:03:28 Баланс: 4205.09757943611$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 22:07:14 Баланс: 4205.09757943611$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 22:11:47 Баланс: 4205.09757943611$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 22:15:35 Баланс: 4205.45749617449$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:19:23 Баланс: 4205.45749617449$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:23:07 Баланс: 4205.45749617449$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:26:52 Баланс: 4205.45749617449$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:30:41 Баланс: 4205.45749617449$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:34:25 Баланс: 4205.45749617449$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:38:17 Баланс: 4205.45749617449$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:42:05 Баланс: 4195.44847520563$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:46:36 Баланс: 4195.44847520563$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:50:23 Баланс: 4195.44847520563$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:54:18 Баланс: 4185.43947720142$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:58:09 Баланс: 4175.43057008494$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:01:58 Баланс: 4175.43057008494$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:05:59 Баланс: 4175.43057008494$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:10:10 Баланс: 4175.43057008494$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:14:05 Баланс: 4165.42156852654$ | PnL: 0.36890046 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:17:54 Баланс: 4175.28500296673$ | PnL: 0.2323349 💵 | Сделок: 2 | WinRate: 50%
🔄 2025-09-10 23:21:41 Баланс: 4175.28500296673$ | PnL: 0.2323349 💵 | Сделок: 2 | WinRate: 50%
🔄 2025-09-10 23:25:26 Баланс: 4204.53895429866$ | PnL: -0.50473389 💵 | Сделок: 6 | WinRate: 16.67%
🔄 2025-09-10 23:29:12 Баланс: 4263.35917810726$ | PnL: -1.68324395 💵 | Сделок: 12 | WinRate: 8.33%
🔄 2025-09-10 23:32:53 Баланс: 4282.91622650126$ | PnL: -2.12614924 💵 | Сделок: 14 | WinRate: 7.14%
🔄 2025-09-10 23:36:33 Баланс: 4282.91622650126$ | PnL: -2.12614924 💵 | Сделок: 14 | WinRate: 7.14%
🔄 2025-09-10 23:40:15 Баланс: 4351.02457189206$ | PnL: -4.01734497 💵 | Сделок: 21 | WinRate: 4.76%
🔄 2025-09-10 23:43:58 Баланс: 4380.38927084206$ | PnL: -4.65267511 💵 | Сделок: 24 | WinRate: 4.17%
🔄 2025-09-10 23:48:57 Баланс: 4380.38927084206$ | PnL: -4.65267511 💵 | Сделок: 24 | WinRate: 4.17%
🔄 2025-09-10 23:52:35 Баланс: 4380.38927084206$ | PnL: -4.65267511 💵 | Сделок: 24 | WinRate: 4.17%
🔄 2025-09-10 23:56:09 Баланс: 4380.38927084206$ | PnL: -4.65267511 💵 | Сделок: 24 | WinRate: 4.17%
🔄 2025-09-10 23:59:43 Баланс: 4380.38927084206$ | PnL: -4.65267511 💵 | Сделок: 24 | WinRate: 4.17%
🔄 2025-09-11 00:04:03 Баланс: 4380.38927084206$ | PnL: -4.65267511 💵 | Сделок: 24 | WinRate: 4.17%
🔄 2025-09-11 00:08:23 Баланс: 4390.18764197206$ | PnL: -4.85430364 💵 | Сделок: 25 | WinRate: 4%
🔄 2025-09-11 00:12:05 Баланс: 4390.18764197206$ | PnL: -4.85430364 💵 | Сделок: 25 | WinRate: 4%
🔄 2025-09-11 00:15:46 Баланс: 4390.18764197206$ | PnL: -4.85430364 💵 | Сделок: 25 | WinRate: 4%
🔄 2025-09-11 00:19:20 Баланс: 4390.18764197206$ | PnL: -4.85430364 💵 | Сделок: 25 | WinRate: 4%
🔄 2025-09-11 00:22:54 Баланс: 4390.18764197206$ | PnL: -4.85430364 💵 | Сделок: 25 | WinRate: 4%
🔄 2025-09-11 00:26:36 Баланс: 4390.18764197206$ | PnL: -4.85430364 💵 | Сделок: 25 | WinRate: 4%
🔄 2025-09-11 00:30:12 Баланс: 4390.18764197206$ | PnL: -4.85430364 💵 | Сделок: 25 | WinRate: 4%
🔄 2025-09-11 00:33:45 Баланс: 4390.62591961906$ | PnL: -4.40702692 💵 | Сделок: 26 | WinRate: 7.69%
🔄 2025-09-11 00:37:21 Баланс: 4390.62591961906$ | PnL: -4.40702692 💵 | Сделок: 26 | WinRate: 7.69%
🔄 2025-09-11 00:43:21 Баланс: 4390.62591961906$ | PnL: -4.40702692 💵 | Сделок: 26 | WinRate: 7.69%
🔄 2025-09-11 00:47:14 Баланс: 4390.62591961906$ | PnL: -4.40702692 💵 | Сделок: 26 | WinRate: 7.69%
🔄 2025-09-11 00:51:08 Баланс: 4390.62591961906$ | PnL: -4.40702692 💵 | Сделок: 26 | WinRate: 7.69%
🔄 2025-09-11 00:55:09 Баланс: 4390.62591961906$ | PnL: -4.40702692 💵 | Сделок: 26 | WinRate: 7.69%
🔄 2025-09-11 00:59:01 Баланс: 4380.6169152151$ | PnL: -4.40702692 💵 | Сделок: 26 | WinRate: 7.69%
🔄 2025-09-11 01:02:53 Баланс: 4380.6169152151$ | PnL: -4.40702692 💵 | Сделок: 26 | WinRate: 7.69%
🔄 2025-09-11 01:06:45 Баланс: 4380.6169152151$ | PnL: -4.40702692 💵 | Сделок: 26 | WinRate: 7.69%
🔄 2025-09-11 01:10:39 Баланс: 4381.69075061658$ | PnL: -3.32419317 💵 | Сделок: 27 | WinRate: 11.11%
🔄 2025-09-11 01:15:13 Баланс: 4371.6821677917$ | PnL: -3.32419317 💵 | Сделок: 27 | WinRate: 11.11%
🔄 2025-09-11 01:19:12 Баланс: 4371.6821677917$ | PnL: -3.32419317 💵 | Сделок: 27 | WinRate: 11.11%
🔄 2025-09-11 01:23:06 Баланс: 4371.6821677917$ | PnL: -3.32419317 💵 | Сделок: 27 | WinRate: 11.11%
🔄 2025-09-11 01:27:01 Баланс: 4371.99399370952$ | PnL: -3.00336354 💵 | Сделок: 28 | WinRate: 14.29%
🔄 2025-09-11 01:30:54 Баланс: 4361.98500475746$ | PnL: -3.00336354 💵 | Сделок: 28 | WinRate: 14.29%
🔄 2025-09-11 01:34:47 Баланс: 4361.98500475746$ | PnL: -3.00336354 💵 | Сделок: 28 | WinRate: 14.29%
🔄 2025-09-11 01:38:40 Баланс: 4351.97601143346$ | PnL: -3.00336354 💵 | Сделок: 28 | WinRate: 14.29%
🔄 2025-09-11 01:42:33 Баланс: 4351.97601143346$ | PnL: -3.00336354 💵 | Сделок: 28 | WinRate: 14.29%
🔄 2025-09-11 01:46:35 Баланс: 4351.97601143346$ | PnL: -3.00336354 💵 | Сделок: 28 | WinRate: 14.29%
🔄 2025-09-11 01:50:34 Баланс: 4351.97601143346$ | PnL: -3.00336354 💵 | Сделок: 28 | WinRate: 14.29%
🔄 2025-09-11 01:54:30 Баланс: 4351.97601143346$ | PnL: -3.00336354 💵 | Сделок: 28 | WinRate: 14.29%
🔄 2025-09-11 01:58:20 Баланс: 4351.97601143346$ | PnL: -3.00336354 💵 | Сделок: 28 | WinRate: 14.29%
🔄 2025-09-11 02:02:20 Баланс: 4351.97601143346$ | PnL: -3.00336354 💵 | Сделок: 28 | WinRate: 14.29%
🔄 2025-09-11 02:06:19 Баланс: 4351.97601143346$ | PnL: -3.00336354 💵 | Сделок: 28 | WinRate: 14.29%
🔄 2025-09-11 02:10:17 Баланс: 4331.95800779018$ | PnL: -3.00336354 💵 | Сделок: 28 | WinRate: 14.29%
🔄 2025-09-11 02:14:13 Баланс: 4332.13776507659$ | PnL: -2.81457593 💵 | Сделок: 29 | WinRate: 17.24%
🔄 2025-09-11 02:18:51 Баланс: 4332.97452753985$ | PnL: -1.96881488 💵 | Сделок: 30 | WinRate: 20%
🔄 2025-09-11 02:22:48 Баланс: 4322.96563003201$ | PnL: -1.96881488 💵 | Сделок: 30 | WinRate: 20%
🔄 2025-09-11 02:26:45 Баланс: 4322.96563003201$ | PnL: -1.96881488 💵 | Сделок: 30 | WinRate: 20%
🔄 2025-09-11 02:30:33 Баланс: 4322.96563003201$ | PnL: -1.96881488 💵 | Сделок: 30 | WinRate: 20%
🔄 2025-09-11 02:34:16 Баланс: 4322.96563003201$ | PnL: -1.96881488 💵 | Сделок: 30 | WinRate: 20%
🔄 2025-09-11 02:37:55 Баланс: 4322.96563003201$ | PnL: -1.96881488 💵 | Сделок: 30 | WinRate: 20%
🔄 2025-09-11 02:41:31 Баланс: 4322.96563003201$ | PnL: -1.96881488 💵 | Сделок: 30 | WinRate: 20%
🔄 2025-09-11 02:45:06 Баланс: 4312.95661505855$ | PnL: -1.96881488 💵 | Сделок: 30 | WinRate: 20%
🔄 2025-09-11 02:48:49 Баланс: 4312.95661505855$ | PnL: -1.96881488 💵 | Сделок: 30 | WinRate: 20%
🔄 2025-09-11 02:52:27 Баланс: 4303.24167833124$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 02:56:08 Баланс: 4293.23093676524$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 02:59:48 Баланс: 4293.23093676524$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 03:03:31 Баланс: 4283.22193836668$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 03:07:25 Баланс: 4283.22193836668$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 03:11:09 Баланс: 4283.22193836668$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 03:14:48 Баланс: 4283.22193836668$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 03:18:30 Баланс: 4263.20394461329$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 03:22:14 Баланс: 4263.20394461329$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 03:25:59 Баланс: 4263.20394461329$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 03:29:44 Баланс: 4263.20394461329$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 03:33:25 Баланс: 4263.20394461329$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 03:37:09 Баланс: 4263.20394461329$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 03:40:51 Баланс: 4263.20394461329$ | PnL: -1.66570339 💵 | Сделок: 31 | WinRate: 22.58%
🔄 2025-09-11 03:44:33 Баланс: 4263.58286758589$ | PnL: -1.27781907 💵 | Сделок: 32 | WinRate: 25%
🔄 2025-09-11 03:48:13 Баланс: 4263.58286758589$ | PnL: -1.27781907 💵 | Сделок: 32 | WinRate: 25%
🔄 2025-09-11 03:51:57 Баланс: 4263.58286758589$ | PnL: -1.27781907 💵 | Сделок: 32 | WinRate: 25%
🔄 2025-09-11 03:55:37 Баланс: 4263.58286758589$ | PnL: -1.27781907 💵 | Сделок: 32 | WinRate: 25%
🔄 2025-09-11 03:59:16 Баланс: 4263.58286758589$ | PnL: -1.27781907 💵 | Сделок: 32 | WinRate: 25%
🔄 2025-09-11 04:02:57 Баланс: 4263.58286758589$ | PnL: -1.27781907 💵 | Сделок: 32 | WinRate: 25%
🔄 2025-09-11 04:06:46 Баланс: 4264.15320813438$ | PnL: -0.698477950000001 💵 | Сделок: 33 | WinRate: 27.27%
🔄 2025-09-11 04:10:25 Баланс: 4254.34992197475$ | PnL: -0.483928080000001 💵 | Сделок: 34 | WinRate: 29.41%
🔄 2025-09-11 04:14:06 Баланс: 4254.34992197475$ | PnL: -0.483928080000001 💵 | Сделок: 34 | WinRate: 29.41%
🔄 2025-09-11 04:17:51 Баланс: 4254.34992197475$ | PnL: -0.483928080000001 💵 | Сделок: 34 | WinRate: 29.41%
🔄 2025-09-11 04:21:34 Баланс: 4254.52364282671$ | PnL: -0.301231740000001 💵 | Сделок: 35 | WinRate: 31.43%
🔄 2025-09-11 04:25:17 Баланс: 4254.94513016134$ | PnL: 0.153093909999999 💵 | Сделок: 37 | WinRate: 35.14%
🔄 2025-09-11 04:28:58 Баланс: 4245.28569377823$ | PnL: 0.511669889999999 💵 | Сделок: 38 | WinRate: 36.84%
🔄 2025-09-11 04:32:41 Баланс: 4245.59659734141$ | PnL: 0.831566139999999 💵 | Сделок: 39 | WinRate: 38.46%
🔄 2025-09-11 04:36:23 Баланс: 4235.58758989471$ | PnL: 0.831566139999999 💵 | Сделок: 39 | WinRate: 38.46%
🔄 2025-09-11 04:40:04 Баланс: 4235.58758989471$ | PnL: 0.831566139999999 💵 | Сделок: 39 | WinRate: 38.46%
🔄 2025-09-11 04:43:48 Баланс: 4235.58758989471$ | PnL: 0.831566139999999 💵 | Сделок: 39 | WinRate: 38.46%
🔄 2025-09-11 04:47:32 Баланс: 4235.58758989471$ | PnL: 0.831566139999999 💵 | Сделок: 39 | WinRate: 38.46%
🔄 2025-09-11 04:51:16 Баланс: 4235.71926624874$ | PnL: 0.972242259999999 💵 | Сделок: 40 | WinRate: 40%
🔄 2025-09-11 04:55:02 Баланс: 4235.71926624874$ | PnL: 0.972242259999999 💵 | Сделок: 40 | WinRate: 40%
🔄 2025-09-11 04:58:51 Баланс: 4235.71926624874$ | PnL: 0.972242259999999 💵 | Сделок: 40 | WinRate: 40%
🔄 2025-09-11 05:02:36 Баланс: 4236.03432822245$ | PnL: 1.29630739 💵 | Сделок: 41 | WinRate: 41.46%
🔄 2025-09-11 05:06:18 Баланс: 4236.03432822245$ | PnL: 1.29630739 💵 | Сделок: 41 | WinRate: 41.46%
🔄 2025-09-11 05:10:51 Баланс: 4195.9910591862$ | PnL: 1.29630739 💵 | Сделок: 41 | WinRate: 41.46%
🔄 2025-09-11 05:14:39 Баланс: 4186.14978272439$ | PnL: 1.47304855 💵 | Сделок: 42 | WinRate: 42.86%
🔄 2025-09-11 05:18:27 Баланс: 4176.13964970559$ | PnL: 1.47304855 💵 | Сделок: 42 | WinRate: 42.86%
🔄 2025-09-11 05:22:22 Баланс: 4176.13964970559$ | PnL: 1.47304855 💵 | Сделок: 42 | WinRate: 42.86%
🔄 2025-09-11 05:26:15 Баланс: 4176.34864507437$ | PnL: 1.69098231 💵 | Сделок: 43 | WinRate: 44.19%
