🔄 2025-09-10 21:14:31 Баланс: 5000$ | PnL: 0 💵 | Сделок: 0 | WinRate: 0%
🔄 2025-09-10 22:45:07 Баланс: 4285.8147650681$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:48:46 Баланс: 4285.8147650681$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:52:34 Баланс: 4285.8147650681$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 22:56:19 Баланс: 4285.8147650681$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:00:02 Баланс: 4285.8147650681$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:03:46 Баланс: 4285.8147650681$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:07:50 Баланс: 4285.8147650681$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:11:40 Баланс: 4285.8147650681$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:15:25 Баланс: 4285.8147650681$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:19:07 Баланс: 4285.8147650681$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:22:46 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:27:09 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:30:49 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:34:29 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:38:11 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:42:06 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:45:52 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:49:34 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:53:19 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-10 23:57:04 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:00:47 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:05:15 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:08:58 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:12:46 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:16:35 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:20:18 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:24:00 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:27:48 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:31:29 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:35:52 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:41:10 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:44:58 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:49:00 Баланс: 4265.7967663973$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:53:06 Баланс: 4255.78777709592$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 00:57:11 Баланс: 4255.78777709592$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 01:01:09 Баланс: 4255.78777709592$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 01:05:12 Баланс: 4255.78777709592$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 01:09:12 Баланс: 4245.7787752943$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 01:13:51 Баланс: 4245.7787752943$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 01:18:11 Баланс: 4235.7697704099$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 01:22:11 Баланс: 4235.7697704099$ | PnL: 0.50136497 💵 | Сделок: 1 | WinRate: 100%
🔄 2025-09-11 01:26:14 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 01:30:16 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 01:34:20 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 01:38:21 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 01:42:22 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 01:46:32 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 01:50:39 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 01:54:40 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 01:58:39 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:02:45 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:06:51 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:10:57 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:15:01 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:19:43 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:23:46 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:27:48 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:31:38 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:35:27 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:39:08 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:42:49 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:46:34 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:50:19 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:54:03 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 02:57:46 Баланс: 4236.24377145478$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:01:33 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:06:02 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:09:56 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:13:38 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:17:24 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:21:09 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:24:53 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:28:41 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:32:27 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:36:13 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:39:57 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:43:39 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:47:27 Баланс: 4226.23652343014$ | PnL: 0.98437255 💵 | Сделок: 2 | WinRate: 100%
🔄 2025-09-11 03:51:12 Баланс: 4216.76413423459$ | PnL: 1.52993937 💵 | Сделок: 3 | WinRate: 100%
🔄 2025-09-11 03:54:54 Баланс: 4216.76413423459$ | PnL: 1.52993937 💵 | Сделок: 3 | WinRate: 100%
🔄 2025-09-11 03:58:38 Баланс: 4216.76413423459$ | PnL: 1.52993937 💵 | Сделок: 3 | WinRate: 100%
🔄 2025-09-11 04:02:22 Баланс: 4216.76413423459$ | PnL: 1.52993937 💵 | Сделок: 3 | WinRate: 100%
🔄 2025-09-11 04:06:15 Баланс: 4217.56876234244$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:09:58 Баланс: 4217.56876234244$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:13:42 Баланс: 4217.56876234244$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:17:26 Баланс: 4207.55976170387$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:21:13 Баланс: 4207.55976170387$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:25:38 Баланс: 4207.55976170387$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:29:20 Баланс: 4207.55976170387$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:33:04 Баланс: 4207.55976170387$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:36:50 Баланс: 4197.55077171287$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:40:33 Баланс: 4197.55077171287$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:44:17 Баланс: 4197.55077171287$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:48:04 Баланс: 4187.52638787987$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:51:53 Баланс: 4187.52638787987$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:55:39 Баланс: 4187.52638787987$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 04:59:28 Баланс: 4187.52638787987$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:03:14 Баланс: 4187.52638787987$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:07:00 Баланс: 4177.51737518846$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:10:53 Баланс: 4177.51737518846$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:14:45 Баланс: 4177.51737518846$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:18:35 Баланс: 4177.51737518846$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:22:32 Баланс: 4177.51737518846$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:26:24 Баланс: 4177.51737518846$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:30:19 Баланс: 4177.51737518846$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:34:03 Баланс: 4177.51737518846$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:37:50 Баланс: 4177.51737518846$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:41:38 Баланс: 4177.51737518846$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:45:25 Баланс: 4167.50839012189$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:49:15 Баланс: 4167.50839012189$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:53:43 Баланс: 4167.50839012189$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 05:57:37 Баланс: 4167.50839012189$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 06:01:22 Баланс: 4167.50839012189$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 06:05:06 Баланс: 4167.50839012189$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 06:08:51 Баланс: 4167.50839012189$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 06:12:42 Баланс: 4167.50839012189$ | PnL: 2.34357083 💵 | Сделок: 4 | WinRate: 100%
🔄 2025-09-11 06:16:29 Баланс: 4168.09176012105$ | PnL: 2.93590727 💵 | Сделок: 5 | WinRate: 100%
🔄 2025-09-11 06:20:16 Баланс: 4168.09176012105$ | PnL: 2.93590727 💵 | Сделок: 5 | WinRate: 100%
🔄 2025-09-11 06:24:04 Баланс: 4168.09176012105$ | PnL: 2.93590727 💵 | Сделок: 5 | WinRate: 100%
🔄 2025-09-11 06:27:54 Баланс: 4168.09176012105$ | PnL: 2.93590727 💵 | Сделок: 5 | WinRate: 100%
🔄 2025-09-11 06:31:45 Баланс: 4158.08283859161$ | PnL: 2.93590727 💵 | Сделок: 5 | WinRate: 100%
🔄 2025-09-11 06:35:32 Баланс: 4158.08283859161$ | PnL: 2.93590727 💵 | Сделок: 5 | WinRate: 100%
🔄 2025-09-11 06:39:23 Баланс: 4148.07383362715$ | PnL: 2.93590727 💵 | Сделок: 5 | WinRate: 100%
🔄 2025-09-11 06:43:10 Баланс: 4149.25903370515$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 06:46:59 Баланс: 4139.25005668581$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 06:50:46 Баланс: 4139.25005668581$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 06:54:47 Баланс: 4139.25005668581$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 06:58:39 Баланс: 4139.25005668581$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:02:39 Баланс: 4139.25005668581$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:06:29 Баланс: 4129.24105651766$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:10:22 Баланс: 4129.24105651766$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:14:58 Баланс: 4119.23206508536$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:18:48 Баланс: 4119.23206508536$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:22:41 Баланс: 4119.23206508536$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:26:33 Баланс: 4119.23206508536$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:30:25 Баланс: 4119.23206508536$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:34:17 Баланс: 4119.23206508536$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:38:06 Баланс: 4119.23206508536$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:42:35 Баланс: 4119.23206508536$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:46:24 Баланс: 4119.23206508536$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:50:18 Баланс: 4109.22307173134$ | PnL: 4.1301236 💵 | Сделок: 6 | WinRate: 100%
🔄 2025-09-11 07:54:50 Баланс: 4109.62120982034$ | PnL: 4.53725117 💵 | Сделок: 7 | WinRate: 100%
🔄 2025-09-11 07:58:42 Баланс: 4109.62120982034$ | PnL: 4.53725117 💵 | Сделок: 7 | WinRate: 100%
🔄 2025-09-11 08:02:35 Баланс: 4099.61217160598$ | PnL: 4.53725117 💵 | Сделок: 7 | WinRate: 100%
🔄 2025-09-11 08:06:30 Баланс: 4099.61217160598$ | PnL: 4.53725117 💵 | Сделок: 7 | WinRate: 100%
🔄 2025-09-11 08:10:23 Баланс: 4099.61217160598$ | PnL: 4.53725117 💵 | Сделок: 7 | WinRate: 100%
🔄 2025-09-11 08:14:14 Баланс: 4089.60371049054$ | PnL: 4.53725117 💵 | Сделок: 7 | WinRate: 100%
🔄 2025-09-11 08:18:02 Баланс: 4090.57527196653$ | PnL: 5.51781251 💵 | Сделок: 8 | WinRate: 100%
🔄 2025-09-11 08:21:58 Баланс: 4080.56626053625$ | PnL: 5.51781251 💵 | Сделок: 8 | WinRate: 100%
🔄 2025-09-11 08:25:51 Баланс: 4080.56626053625$ | PnL: 5.51781251 💵 | Сделок: 8 | WinRate: 100%
🔄 2025-09-11 08:29:41 Баланс: 4080.56626053625$ | PnL: 5.51781251 💵 | Сделок: 8 | WinRate: 100%
🔄 2025-09-11 08:33:36 Баланс: 4070.56064357825$ | PnL: 5.51781251 💵 | Сделок: 8 | WinRate: 100%
🔄 2025-09-11 08:37:32 Баланс: 4060.56672714125$ | PnL: 5.51781251 💵 | Сделок: 8 | WinRate: 100%
🔄 2025-09-11 08:41:26 Баланс: 4060.76466399361$ | PnL: 5.72454809 💵 | Сделок: 9 | WinRate: 100%
🔄 2025-09-11 08:45:21 Баланс: 4050.75566644982$ | PnL: 5.72454809 💵 | Сделок: 9 | WinRate: 100%
🔄 2025-09-11 08:49:24 Баланс: 4050.75566644982$ | PnL: 5.72454809 💵 | Сделок: 9 | WinRate: 100%
🔄 2025-09-11 08:53:23 Баланс: 4061.68766540982$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 08:57:14 Баланс: 4061.68766540982$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 09:01:06 Баланс: 4051.67900751744$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 09:05:09 Баланс: 4051.67900751744$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 09:09:11 Баланс: 4051.67900751744$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 09:13:14 Баланс: 4051.67900751744$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 09:17:12 Баланс: 4051.67900751744$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 09:21:13 Баланс: 4051.67900751744$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 09:25:54 Баланс: 4051.67900751744$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 09:29:53 Баланс: 4051.67900751744$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 09:34:36 Баланс: 4051.67900751744$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 09:38:37 Баланс: 4051.67900751744$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 09:42:33 Баланс: 4051.67900751744$ | PnL: 6.65708545 💵 | Сделок: 10 | WinRate: 100%
🔄 2025-09-11 09:46:30 Баланс: 4052.38523291517$ | PnL: 7.37234577 💵 | Сделок: 11 | WinRate: 100%
🔄 2025-09-11 09:50:40 Баланс: 4052.38523291517$ | PnL: 7.37234577 💵 | Сделок: 11 | WinRate: 100%
🔄 2025-09-11 09:55:37 Баланс: 4052.38523291517$ | PnL: 7.37234577 💵 | Сделок: 11 | WinRate: 100%
🔄 2025-09-11 10:00:16 Баланс: 4052.38523291517$ | PnL: 7.37234577 💵 | Сделок: 11 | WinRate: 100%
🔄 2025-09-11 10:04:28 Баланс: 4052.38523291517$ | PnL: 7.37234577 💵 | Сделок: 11 | WinRate: 100%
🔄 2025-09-11 10:09:50 Баланс: 4052.38523291517$ | PnL: 7.37234577 💵 | Сделок: 11 | WinRate: 100%
🔄 2025-09-11 10:14:48 Баланс: 4052.38523291517$ | PnL: 7.37234577 💵 | Сделок: 11 | WinRate: 100%
🔄 2025-09-11 10:19:23 Баланс: 4052.38523291517$ | PnL: 7.37234577 💵 | Сделок: 11 | WinRate: 100%
🔄 2025-09-11 10:23:53 Баланс: 4052.38523291517$ | PnL: 7.37234577 💵 | Сделок: 11 | WinRate: 100%
🔄 2025-09-11 10:28:56 Баланс: 4042.37490371997$ | PnL: 7.37234577 💵 | Сделок: 11 | WinRate: 100%
🔄 2025-09-11 10:33:22 Баланс: 4032.36611551041$ | PnL: 7.37234577 💵 | Сделок: 11 | WinRate: 100%
🔄 2025-09-11 10:37:44 Баланс: 4032.36611551041$ | PnL: 7.37234577 💵 | Сделок: 11 | WinRate: 100%
🔄 2025-09-11 10:42:09 Баланс: 4022.51394466737$ | PnL: 7.73611643 💵 | Сделок: 12 | WinRate: 100%
🔄 2025-09-11 10:46:34 Баланс: 4012.30513900397$ | PnL: 7.73611643 💵 | Сделок: 12 | WinRate: 100%
🔄 2025-09-11 10:51:04 Баланс: 3992.07685782108$ | PnL: 7.73611643 💵 | Сделок: 12 | WinRate: 100%
🔄 2025-09-11 10:55:34 Баланс: 3992.07685782108$ | PnL: 7.73611643 💵 | Сделок: 12 | WinRate: 100%
🔄 2025-09-11 11:00:44 Баланс: 3992.07685782108$ | PnL: 7.73611643 💵 | Сделок: 12 | WinRate: 100%
🔄 2025-09-11 11:05:51 Баланс: 3992.73123480449$ | PnL: 8.39951727 💵 | Сделок: 13 | WinRate: 100%
🔄 2025-09-11 11:11:40 Баланс: 3983.16420210229$ | PnL: 8.85048921 💵 | Сделок: 14 | WinRate: 100%
